Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,296/216,277/189,16/15,3/12,-,-
2024,24/32,22/29,2/2,0/1,-,-
2023,45/33,41/25,4/5,0/3,-,-
2022,36/32,29/28,5/0,2/4,-,-
2021,45/32,44/28,0/2,1/2,-,-
2020,37/19,36/16,1/1,0/2,-,-
2019,47/26,46/25,1/1,-,-,-
2018,44/25,41/21,3/4,-,-,-
2017,17/14,17/14,-,-,-,-
2016,0/2,0/2,-,-,-,-
2015,1/1,1/1,-,-,-,-
