Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,306/278,250/201,16/25,39/48,1/4,-
2024,20/25,20/22,0/2,-,0/1,-
2023,33/29,31/26,2/2,-,0/1,-
2022,33/31,30/23,0/3,2/4,1/1,-
2021,27/31,25/25,2/3,0/2,0/1,-
2020,17/16,14/8,0/1,3/7,-,-
2019,39/29,31/21,3/3,5/5,-,-
2018,32/28,20/17,3/5,9/6,-,-
2017,44/30,34/22,3/3,7/5,-,-
2016,42/29,31/20,-,11/9,-,-
2015,8/13,4/7,3/3,1/3,-,-
2014,10/13,9/6,-,1/7,-,-
2013,1/4,1/4,-,-,-,-
