Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

CHALLENGER MEN - SINGLES :  Genova (Italy),clay,header
03.09. 22:55,Pellegrino A.,0,5,2,,,,3,3,62%,57% (30/53),45% (15/33),73% (11/15),8% (2/26),46% (13/28),50% (1/2),6,52% (45/86),28% (15/54),43% (60/140),2,60% (6/10),10% (1/10),35% (7/20),"['2', '3']",[],[],[],[],1.80
03.09. 22:55,Poljicak M.,2,7,6,,,,10,2,48%,92% (24/26),54% (15/28),50% (1/2),43% (23/53),55% (18/33),27% (4/15),9,72% (39/54),48% (41/86),57% (80/140),3,90% (9/10),40% (4/10),65% (13/20),"['3', '1', '7', '5']","['3', '1', '6', '2']",[],[],[],1.94
ATP - SINGLES :  US Open (USA) - Qualification,hard,header
20.08. 00:20,Pellegrino A.,0,5,3,,,,1,4,59%,55% (18/33),39% (9/23),38% (3/8),33% (14/43),48% (15/31),33% (3/9),5,48% (27/56),39% (29/74),43% (56/130),3,50% (5/10),27% (3/11),38% (8/21),"['1', '0', '4', '5']","['2', '3']",[],[],[],2.94
20.08. 00:20,Schwartzman D.,2,7,6,,,,7,5,58%,67% (29/43),52% (16/31),67% (6/9),45% (15/33),61% (14/23),63% (5/8),10,61% (45/74),52% (29/56),57% (74/130),5,73% (8/11),50% (5/10),62% (13/21),"['3', '3', '5', '3', '7', '5']","['2', '0', '5', '3']",[],[],[],1.39
CHALLENGER MEN - SINGLES :  San Marino (San Marino),clay,header
02.08. 19:40,Pellegrino A.,0,2,2,,,,0,3,69%,59% (16/27),25% (3/12),0% (0/4),5% (1/22),25% (4/16),0% (0/0),4,49% (19/39),13% (5/38),31% (24/77),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],2.97
02.08. 19:40,Comesana F.,2,6,6,,,,2,0,58%,95% (21/22),75% (12/16),0% (0/0),41% (11/27),75% (9/12),100% (4/4),16,87% (33/38),51% (20/39),69% (53/77),5,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '3', '0']","['2', '1', '4', '1']",[],[],[],1.37
01.08. 19:35,Pellegrino A.,2,6,6^1,6,,,3,5,66%,72% (46/64),42% (14/33),80% (8/10),44% (17/39),55% (21/38),67% (6/9),6,62% (60/97),49% (38/77),56% (98/174),3,86% (12/14),46% (6/13),67% (18/27),"['2', '0', '5', '1']","['2', '1', '6', '5']","['3', '1', '6', '2']",[],[],1.41
01.08. 19:35,Weis A.,1,1,7^7,2,,,4,1,51%,56% (22/39),45% (17/38),33% (3/9),28% (18/64),58% (19/33),20% (2/10),6,51% (39/77),38% (37/97),44% (76/174),3,54% (7/13),14% (2/14),33% (9/27),[],"['4', '4', '6', '6']",[],[],[],2.80
30.07. 18:30,Pellegrino A.,2,6,7,,,,2,2,78%,92% (35/38),64% (7/11),50% (1/2),31% (15/48),60% (9/15),60% (3/5),10,86% (42/49),38% (24/63),59% (66/112),5,91% (10/11),27% (3/11),59% (13/22),"['3', '4', '5', '4']","['6', '5']",[],[],[],1.29
30.07. 18:30,Kivattsev K.,0,4,5,,,,5,2,76%,69% (33/48),40% (6/15),40% (2/5),8% (3/38),36% (4/11),50% (1/2),5,62% (39/63),14% (7/49),41% (46/112),3,73% (8/11),9% (1/11),41% (9/22),"['2', '0']",[],[],[],[],3.43
CHALLENGER MEN - SINGLES :  Verona (Italy),clay,header
