Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,124/77,38/22,63/33,7/7,15/9,1/6
2024,34/19,8/7,19/8,-,7/4,-
2023,31/23,3/3,21/14,0/2,7/4,-
2022,40/24,15/10,17/8,7/5,1/1,-
2021,18/5,12/2,6/3,-,-,-
2020,1/6,-,-,-,-,1/6
