Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,201/166,143/85,47/63,11/18,-,-
2024,38/24,28/15,6/7,4/2,-,-
2023,31/25,26/15,5/7,0/3,-,-
2022,19/20,15/10,4/8,0/2,-,-
2021,37/20,27/10,5/5,5/5,-,-
2020,18/14,12/8,6/6,-,-,-
2019,30/23,21/8,9/13,0/2,-,-
2018,16/21,6/6,10/15,-,-,-
2017,9/13,5/9,2/2,2/2,-,-
2016,1/4,1/3,-,0/1,-,-
2015,2/2,2/1,-,0/1,-,-
