Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,75/52,55/38,9/6,11/8,-,-
2024,20/15,13/11,7/4,-,-,-
2023,17/8,17/8,-,-,-,-
2022,3/2,3/2,-,-,-,-
2021,10/10,10/10,-,-,-,-
2020,7/3,5/1,2/2,-,-,-
2019,8/8,6/4,-,2/4,-,-
2018,5/1,-,-,5/1,-,-
2017,4/4,0/1,-,4/3,-,-
2016,1/1,1/1,-,-,-,-
