Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,28/31,19/18,9/13,-,-,-
2024,16/10,16/10,-,-,-,-
2023,6/9,2/4,4/5,-,-,-
2022,5/9,1/4,4/5,-,-,-
2021,1/3,-,1/3,-,-,-
