Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,37/31,2/3,35/28,-,-,-
2024,25/17,-,25/17,-,-,-
2023,10/9,-,10/9,-,-,-
2019,2/3,2/3,-,-,-,-
2018,0/2,-,0/2,-,-,-
