Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,25/36,17/17,5/13,3/6,-,-
2024,16/16,12/10,3/5,1/1,-,-
2023,5/10,3/3,2/5,0/2,-,-
2022,1/3,1/1,0/2,-,-,-
2021,3/7,1/3,0/1,2/3,-,-
