07.05.,Carreno-Busta P.,1,,,,,,1,1,69%,60% (31/52),57% (13/23),64% (7/11),178 km/h,147 km/h,40% (22/55),43% (10/23),100% (3/3),20,30,68% (15/22),59% (44/75),41% (32/78),50% (76/153),5,0,67% (8/12),25% (3/12),46% (11/24),[],"['3', '1', '5', '1']","['1', '0']",[],[],1.85
06.05.,Burruchaga R. A.,2,,,,,,2,2,65%,63% (35/56),53% (16/30),67% (6/9),38% (24/64),66% (23/35),36% (5/14),23,39,81% (13/16),59% (51/86),47% (47/99),53% (98/185),8,0,77% (10/13),38% (5/13),58% (15/26),"['1', '2']","['1', '1', '3', '1']","['3', '2', '5', '2']",[],[],2.68
06.05.,Carreno-Busta P.,1,,,,,,5,4,65%,63% (40/64),34% (12/35),64% (9/14),38% (21/56),47% (14/30),33% (3/9),26,47,57% (8/14),53% (52/99),41% (35/86),47% (87/185),2,0,62% (8/13),23% (3/13),42% (11/26),"['2', '0', '5', '3']","['1', '0']",[],[],[],1.48
05.05.,Carreno-Busta P.,1,,,,,,1,1,56%,66% (19/29),61% (14/23),67% (2/3),39% (17/44),55% (17/31),50% (2/4),10,10,70% (7/10),63% (33/52),45% (34/75),53% (67/127),5,0,86% (6/7),25% (2/8),53% (8/15),"['2', '0']","['1', '0']",[],[],[],1.48
05.05.,Tirante T. A.,0,,,,,,3,3,59%,61% (27/44),45% (14/31),50% (2/4),34% (10/29),39% (9/23),33% (1/3),18,16,100% (5/5),55% (41/75),37% (19/52),47% (60/127),5,0,75% (6/8),14% (1/7),47% (7/15),"['3', '4']",[],[],[],[],2.68
23.04.,Borges N.,2,,,,,,10,2,59%,79% (50/63),65% (28/43),100% (2/2),201 km/h,163 km/h,23% (13/56),35% (15/43),25% (1/4),42,41,92% (12/13),74% (78/106),28% (28/99),52% (106/205),6,1,100% (17/17),6% (1/16),55% (18/33),[],[],"['4', '2']",[],[],1.63
23.04.,Carreno-Busta P.,1,,,,,,3,2,57%,77% (43/56),65% (28/43),75% (3/4),189 km/h,155 km/h,21% (13/63),35% (15/43),0% (0/2),21,27,67% (10/15),72% (71/99),26% (28/106),48% (99/205),4,0,94% (15/16),0% (0/17),45% (15/33),[],[],[],[],[],2.32
15.04.,Fils A.,2,,,,,,4,1,73%,73% (38/52),68% (13/19),75% (3/4),33% (13/40),50% (12/24),50% (2/4),35,29,78% (7/9),72% (51/71),39% (25/64),56% (76/135),7,0,91% (10/11),20% (2/10),57% (12/21),"['3', '4']","['2', '0']",[],[],[],1.23
15.04.,Carreno-Busta P.,0,,,,,,2,2,63%,68% (27/40),50% (12/24),50% (2/4),27% (14/52),32% (6/19),25% (1/4),15,15,83% (5/6),61% (39/64),28% (20/71),44% (59/135),3,1,80% (8/10),9% (1/11),43% (9/21),"['3', '1']",[],[],[],[],4.22
12.04.,Majchrzak K.,2,,,,,,7,2,66%,79% (49/62),53% (17/32),75% (3/4),33% (27/83),65% (20/31),45% (5/11),70% (66/94),41% (47/114),54% (113/208),7,0,93% (13/14),33% (5/15),62% (18/29),[],"['1', '0', '4', '3']","['1', '0', '3', '0', '6', '1']",[],[],1.55
12.04.,Carreno-Busta P.,1,,,,,,5,3,73%,67% (56/83),35% (11/31),55% (6/11),21% (13/62),47% (15/32),25% (1/4),59% (67/114),30% (28/94),46% (95/208),3,0,67% (10/15),7% (1/14),38% (11/29),[],"['3', '3']",[],[],[],2.36
10.04.,Carreno-Busta P.,2,,,,,,6,2,65%,73% (53/73),48% (19/40),44% (4/9),36% (31/86),55% (18/33),50% (5/10),64% (72/113),41% (49/119),52% (121/232),6,1,71% (12/17),29% (5/17),50% (17/34),"['1', '0']","['2', '3']","['2', '1', '4', '1', '5', '4']",[],[],1.24
10.04.,Hemery C.,1,,,,,,9,4,72%,64% (55/86),45% (15/33),50% (5/10),27% (20/73),53% (21/40),56% (5/9),59% (70/119),36% (41/113),48% (111/232),4,3,71% (12/17),29% (5/17),50% (17/34),[],"['2', '0', '7', '5']","['2', '4', '4', '4', '5', '5']",[],[],4.06
08.04.,Carreno-Busta P.,2,,,,,,3,2,51%,67% (18/27),62% (16/26),50% (1/2),59% (16/27),73% (8/11),100% (5/5),64% (34/53),63% (24/38),64% (58/91),5,0,88% (7/8),71% (5/7),80% (12/15),"['2', '0', '4', '0', '6', '2']","['2', '0', '4', '0']",[],[],[],1.23
08.04.,Paul J.,0,,,,,,0,2,71%,41% (11/27),27% (3/11),0% (0/5),33% (9/27),38% (10/26),50% (1/2),37% (14/38),36% (19/53),36% (33/91),5,0,29% (2/7),13% (1/8),20% (3/15),"['2', '5']",[],[],[],[],3.90
03.04.,Griekspoor T.,2,,,,,,13,5,66%,77% (55/71),46% (17/37),67% (4/6),200 km/h,168 km/h,25% (14/57),49% (18/37),20% (2/10),48,42,88% (21/24),67% (72/108),34% (32/94),51% (104/202),6,0,87% (13/15),13% (2/15),50% (15/30),[],"['1', '0']","['2', '0']",[],[],1.73
03.04.,Carreno-Busta P.,1,,,,,,8,4,61%,75% (43/57),51% (19/37),80% (8/10),184 km/h,147 km/h,23% (16/71),54% (20/37),33% (2/6),22,22,100% (7/7),66% (62/94),33% (36/108),49% (98/202),4,0,87% (13/15),13% (2/15),50% (15/30),[],"['1', '1', '4', '2']",[],[],[],2.11
01.04.,Carreno-Busta P.,2,,,,,,2,1,59%,85% (22/26),72% (13/18),100% (1/1),183 km/h,145 km/h,34% (12/35),74% (17/23),44% (4/9),15,11,82% (9/11),80% (35/44),50% (29/58),63% (64/102),7,0,100% (8/8),50% (4/8),75% (12/16),"['3', '1', '5', '1']","['3', '2', '6', '3']",[],[],[],1.01
01.04.,Lalami Laaroussi Y.,0,,,,,,1,5,60%,66% (23/35),26% (6/23),56% (5/9),195 km/h,150 km/h,15% (4/26),28% (5/18),0% (0/1),11,30,100% (5/5),50% (29/58),20% (9/44),37% (38/102),3,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],26.00
28.03.,Cilic M.,2,,,,,,5,4,47%,72% (28/39),52% (23/44),90% (9/10),45% (13/29),50% (15/30),67% (4/6),61% (51/83),47% (28/59),56% (79/142),6,0,89% (8/9),44% (4/9),67% (12/18),"['1', '0', '4', '1', '5', '2']","['1', '0']",[],[],[],1.99
28.03.,Carreno-Busta P.,0,,,,,,1,3,49%,55% (16/29),50% (15/30),33% (2/6),28% (11/39),48% (21/44),10% (1/10),53% (31/59),39% (32/83),44% (63/142),4,2,56% (5/9),11% (1/9),33% (6/18),"['2', '4']",[],[],[],[],1.75
27.03.,Carreno-Busta P.,2,,,,,,8,2,68%,77% (48/62),52% (15/29),40% (2/5),41% (39/95),54% (30/56),22% (4/18),69% (63/91),46% (69/151),55% (132/242),7,0,81% (13/16),25% (4/16),53% (17/32),"['2', '2', '4', '2', '6', '2']",[],"['2', '0']",[],[],1.19
27.03.,Radulov I.,1,,,,,,2,3,63%,59% (56/95),46% (26/56),78% (14/18),23% (14/62),48% (14/29),60% (3/5),54% (82/151),31% (28/91),45% (110/242),3,5,75% (12/16),19% (3/16),47% (15/32),"['2', '1']","['6', '5']","['2', '3']",[],[],4.36
26.03.,Carreno-Busta P.,2,,,,,,1,2,68%,75% (27/36),59% (10/17),100% (3/3),40% (19/47),68% (13/19),50% (4/8),70% (37/53),48% (32/66),58% (69/119),7,0,100% (8/8),50% (4/8),75% (12/16),"['2', '0', '5', '1']","['2', '1', '6', '3']",[],[],[],1.33
26.03.,Cachin P.,0,,,,,,1,2,71%,60% (28/47),32% (6/19),50% (4/8),25% (9/36),41% (7/17),0% (0/3),52% (34/66),30% (16/53),42% (50/119),3,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],3.15
19.03.,Gakhov I.,2,,,,,,5,2,65%,74% (29/39),52% (11/21),67% (2/3),46% (19/41),36% (8/22),50% (3/6),67% (40/60),43% (27/63),54% (67/123),5,0,90% (9/10),33% (3/9),63% (12/19),"['2', '0', '4', '0']","['3', '2']",[],[],[],2.84
19.03.,Carreno-Busta P.,0,,,,,,3,2,65%,54% (22/41),64% (14/22),50% (3/6),26% (10/39),48% (10/21),33% (1/3),57% (36/63),33% (20/60),46% (56/123),5,0,67% (6/9),10% (1/10),37% (7/19),"['2', '5']",[],[],[],[],1.35
07.03.,Halys Q.,2,,,,,,9,3,66%,85% (33/39),35% (7/20),71% (5/7),195 km/h,160 km/h,44% (17/39),48% (10/21),50% (4/8),34,27,100% (6/6),68% (40/59),45% (27/60),56% (67/119),4,0,80% (8/10),44% (4/9),63% (12/19),"['2', '0']","['1', '0', '4', '1', '5', '2']",[],[],[],2.21
07.03.,Carreno-Busta P.,0,,,,,,2,1,65%,56% (22/39),52% (11/21),50% (4/8),181 km/h,167 km/h,15% (6/39),65% (13/20),29% (2/7),14,14,80% (8/10),55% (33/60),32% (19/59),44% (52/119),6,0,56% (5/9),20% (2/10),37% (7/19),[],"['2', '4', '3', '5']",[],[],[],1.69
05.03.,Carreno-Busta P.,2,,,,,,3,3,61%,58% (26/45),48% (14/29),69% (9/13),43% (17/40),65% (20/31),60% (6/10),18,29,45% (5/11),54% (40/74),52% (37/71),53% (77/145),8,0,60% (6/10),55% (6/11),57% (12/21),"['3', '3', '4', '4', '6', '6']","['2', '1', '4', '1', '6', '3']",[],[],[],1.37
05.03.,Galarneau A.,0,,,,,,0,2,56%,57% (23/40),35% (11/31),40% (4/10),42% (19/45),52% (15/29),31% (4/13),24,39,63% (5/8),48% (34/71),46% (34/74),47% (68/145),2,1,45% (5/11),40% (4/10),43% (9/21),"['1', '0', '4', '3', '6', '5']","['2', '4']",[],[],[],3.11
03.03.,Carreno-Busta P.,2,,,,,,4,2,58%,68% (39/57),48% (20/42),50% (4/8),25% (11/44),49% (22/45),60% (3/5),30,37,80% (4/5),60% (59/99),37% (33/89),49% (92/188),6,1,71% (10/14),21% (3/14),46% (13/28),[],"['4', '2']","['1', '0', '3', '0']",[],[],1.28
03.03.,Svajda Z.,1,,,,,,6,0,49%,75% (33/44),51% (23/45),40% (2/5),32% (18/57),52% (22/42),50% (4/8),35,38,71% (5/7),63% (56/89),40% (40/99),51% (96/188),4,2,79% (11/14),29% (4/14),54% (15/28),"['2', '0', '4', '0']",[],"['2', '4', '4', '4']",[],[],3.47
16.02.,Carreno-Busta P.,2,,,,,,1,0,73%,79% (37/47),47% (8/17),100% (6/6),39% (11/28),57% (12/21),100% (3/3),70% (45/64),47% (23/49),60% (68/113),6,0,100% (9/9),38% (3/8),71% (12/17),"['3', '1']","['1', '0', '5', '2']",[],[],[],1.18
16.02.,Misolic F.,0,,,,,,2,2,57%,61% (17/28),43% (9/21),0% (0/3),21% (10/47),53% (9/17),0% (0/6),53% (26/49),30% (19/64),40% (45/113),4,5,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],4.51
15.02.,Carreno-Busta P.,2,,,,,,4,1,78%,74% (31/42),42% (5/12),50% (1/2),33% (10/30),63% (19/30),31% (4/13),67% (36/54),48% (29/60),57% (65/114),8,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '4', '2']","['3', '2', '5', '2']",[],[],[],1.19
15.02.,Hassan B.,0,,,,,,2,4,50%,67% (20/30),37% (11/30),69% (9/13),26% (11/42),58% (7/12),50% (1/2),52% (31/60),33% (18/54),43% (49/114),2,0,50% (4/8),11% (1/9),29% (5/17),"['2', '3']",[],[],[],[],4.41
14.02.,Carreno-Busta P.,1,,,,,,5,1,80%,88% (21/24),50% (3/6),0% (0/0),45% (9/20),70% (7/10),67% (2/3),80% (24/30),53% (16/30),67% (40/60),7,0,100% (6/6),40% (2/5),73% (8/11),"['4', '2', '6', '2']",[],[],[],[],1.18
14.02.,Shelbayh A.,0,,,,,,2,4,67%,55% (11/20),30% (3/10),33% (1/3),13% (3/24),50% (3/6),0% (0/0),47% (14/30),20% (6/30),33% (20/60),3,0,60% (3/5),0% (0/6),27% (3/11),[],[],[],[],[],4.56
11.02.,Carreno-Busta P.,2,,,,,,11,0,68%,78% (28/36),59% (10/17),50% (1/2),38% (20/53),57% (12/21),30% (3/10),72% (38/53),43% (32/74),55% (70/127),8,0,90% (9/10),33% (3/9),63% (12/19),"['4', '2']","['2', '1', '5', '4']",[],[],[],1.08
11.02.,Cui J.,0,,,,,,0,1,72%,62% (33/53),43% (9/21),70% (7/10),22% (8/36),41% (7/17),50% (1/2),57% (42/74),28% (15/53),45% (57/127),2,0,67% (6/9),10% (1/10),37% (7/19),[],"['3', '3']",[],[],[],6.55
09.02.,Carreno-Busta P.,2,,,,,,2,1,69%,77% (27/35),63% (10/16),100% (3/3),35% (12/34),61% (11/18),60% (3/5),73% (37/51),44% (23/52),58% (60/103),6,0,100% (9/9),38% (3/8),71% (12/17),"['3', '1']","['2', '1', '4', '1']",[],[],[],1.30
09.02.,Moro Canas A.,0,,,,,,2,1,65%,65% (22/34),39% (7/18),40% (2/5),23% (8/35),38% (6/16),0% (0/3),56% (29/52),27% (14/51),42% (43/103),4,1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],3.35
08.02.,Carreno-Busta P.,2,,,,,,4,0,73%,69% (31/45),65% (11/17),100% (9/9),39% (12/31),64% (14/22),36% (4/11),68% (42/62),49% (26/53),59% (68/115),8,0,100% (8/8),50% (4/8),75% (12/16),"['1', '0']","['1', '0', '3', '0', '5', '0']",[],[],[],1.18
08.02.,Martin Tiffon P.,0,,,,,,3,2,58%,61% (19/31),36% (8/22),64% (7/11),31% (14/45),35% (6/17),0% (0/9),51% (27/53),32% (20/62),41% (47/115),2,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],4.51
07.02.,Carreno-Busta P.,2,,,,,,8,2,76%,67% (49/73),43% (10/23),33% (2/6),34% (22/65),56% (18/32),33% (4/12),61% (59/96),41% (40/97),51% (99/193),7,0,75% (12/16),27% (4/15),52% (16/31),[],"['2', '0', '4', '0']","['2', '1', '4', '3']",[],[],1.10
07.02.,Gaubas V.,1,,,,,,3,2,67%,66% (43/65),44% (14/32),67% (8/12),33% (24/73),57% (13/23),67% (4/6),59% (57/97),39% (37/96),49% (94/193),3,0,73% (11/15),25% (4/16),48% (15/31),"['2', '1']","['1', '4']","['3', '3', '5', '5']",[],[],6.10
05.02.,Carreno-Busta P.,2,,,,,,1,0,74%,69% (24/35),83% (10/12),100% (1/1),45% (14/31),53% (8/15),40% (4/10),72% (34/47),48% (22/46),60% (56/93),4,0,100% (8/8),57% (4/7),80% (12/15),"['3', '1', '5', '1']","['2', '1', '4', '1']",[],[],[],1.09
05.02.,Fonio G.,0,,,,,,2,1,67%,55% (17/31),47% (7/15),60% (6/10),31% (11/35),17% (2/12),0% (0/1),52% (24/46),28% (13/47),40% (37/93),6,1,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],6.45
03.02.,Carreno-Busta P.,2,,,,,,1,0,72%,64% (32/50),63% (12/19),67% (4/6),43% (23/53),70% (16/23),45% (5/11),64% (44/69),51% (39/76),57% (83/145),8,0,78% (7/9),56% (5/9),67% (12/18),"['2', '0', '4', '0', '6', '0']","['4', '4', '5', '5']",[],[],[],1.06
03.02.,Arnaboldi F.,0,,,,,,2,3,70%,57% (30/53),30% (7/23),55% (6/11),36% (18/50),37% (7/19),33% (2/6),49% (37/76),36% (25/69),43% (62/145),2,0,44% (4/9),22% (2/9),33% (6/18),[],"['4', '3', '5', '4']",[],[],[],7.50
27.01.,Kovacevic A.,2,,,,,,10,1,70%,89% (40/45),53% (10/19),100% (2/2),24% (11/46),55% (17/31),14% (1/7),78% (50/64),36% (28/77),55% (78/141),7,0,100% (11/11),10% (1/10),57% (12/21),"['2', '0']",[],[],[],[],2.04
27.01.,Carreno-Busta P.,0,,,,,,4,0,60%,76% (35/46),45% (14/31),86% (6/7),11% (5/45),47% (9/19),0% (0/2),64% (49/77),22% (14/64),45% (63/141),3,0,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],1.78
26.01.,Carreno-Busta P.,2,,,,,,5,2,64%,76% (38/50),39% (11/28),60% (3/5),34% (19/56),65% (20/31),24% (4/17),63% (49/78),45% (39/87),53% (88/165),7,0,82% (9/11),36% (4/11),59% (13/22),"['1', '0']","['2', '1', '4', '3', '6', '5']",[],[],[],1.43
26.01.,Svrcina D.,0,,,,,,2,7,64%,66% (37/56),35% (11/31),76% (13/17),24% (12/50),61% (17/28),40% (2/5),55% (48/87),37% (29/78),47% (77/165),3,6,64% (7/11),18% (2/11),41% (9/22),[],"['2', '2', '5', '5']",[],[],[],2.82
16.01.,Shelton B.,3,,,,,,17,4,61%,85% (58/68),70% (30/43),100% (6/6),20% (15/74),46% (16/35),80% (4/5),43,38,66% (19/29),79% (88/111),28% (31/109),54% (119/220),4,0,100% (20/20),20% (4/20),60% (24/40),"['4', '2']","['3', '2', '6', '3']",[],"['4', '3']",[],1.31
16.01.,Carreno-Busta P.,1,,,,,,3,1,68%,80% (59/74),54% (19/35),20% (1/5),15% (10/68),30% (13/43),0% (0/6),22,31,85% (22/26),72% (78/109),21% (23/111),46% (101/220),6,2,80% (16/20),0% (0/20),40% (16/40),[],[],[],[],[],3.53
14.01.,Carreno-Busta P.,3,,,,,,6,1,72%,74% (46/62),58% (14/24),100% (5/5),31% (19/62),54% (14/26),44% (4/9),40,26,58% (11/19),70% (60/86),38% (33/88),53% (93/174),8,0,100% (14/14),27% (4/15),62% (18/29),"['5', '4']","['2', '1']","['3', '2', '6', '3']",[],[],1.67
14.01.,Majchrzak K.,0,,,,,,4,2,70%,69% (43/62),46% (12/26),56% (5/9),26% (16/62),42% (10/24),0% (0/5),26,27,64% (14/22),63% (55/88),30% (26/86),47% (81/174),2,0,73% (11/15),0% (0/14),38% (11/29),[],[],[],[],[],2.34
