Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,52/59,22/25,30/34,-,-,-
2024,18/15,9/7,9/8,-,-,-
2023,27/23,8/7,19/16,-,-,-
2022,7/17,5/10,2/7,-,-,-
2021,0/4,0/1,0/3,-,-,-
