Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,167/147,14/18,149/119,4/10,-,-
2024,18/25,0/2,18/23,-,-,-
2023,34/29,-,34/28,0/1,-,-
2022,39/26,-,38/24,1/2,-,-
2021,31/26,14/12,15/9,2/5,-,-
2020,8/12,0/1,8/11,-,-,-
2019,27/21,0/2,27/19,-,-,-
2018,10/8,0/1,9/5,1/2,-,-
