Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,90/100,43/61,13/11,34/28,-,-
2024,29/23,17/16,7/4,5/3,-,-
2023,28/27,11/13,3/2,14/12,-,-
2022,6/24,1/15,3/5,2/4,-,-
2021,22/18,10/11,-,12/7,-,-
2020,4/7,3/5,-,1/2,-,-
2019,1/1,1/1,-,-,-,-
