Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,54/58,4/9,16/18,34/31,-,-
2024,23/19,-,8/10,15/9,-,-
2023,24/24,4/5,7/5,13/14,-,-
2022,7/15,0/4,1/3,6/8,-,-
