Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,63/85,32/41,22/31,9/13,-,-
2024,20/23,10/12,7/9,3/2,-,-
2023,13/33,6/12,4/14,3/7,-,-
2022,24/26,14/16,7/6,3/4,-,-
2021,6/3,2/1,4/2,-,-,-
