Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,247/127,128/57,47/39,55/22,11/7,6/2
2024,34/18,11/6,17/8,3/2,3/2,-
2023,45/26,16/6,10/10,9/7,8/2,2/1
2022,50/27,21/11,8/9,21/4,0/3,-
2021,73/29,41/17,11/5,21/7,-,-
2020,38/17,34/11,1/4,1/2,-,2/0
2019,6/10,5/6,0/3,-,-,1/1
2018,1/0,-,-,-,-,1/0
