Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
EXHIBITION - MEN :  Six Kings Slam (Saudi Arabia),hard,header
16.10. 23:50,Rune H.,0,4,2,,,,3,4,70%,68% (30/44),32% (6/19),40% (2/5),0% (0/25),40% (8/20),0% (0/0),6,13,4,57% (36/63),18% (8/45),41% (44/108),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],4.02
16.10. 23:50,Alcaraz C.,2,6,6,,,,6,2,56%,100% (25/25),60% (12/20),0% (0/0),32% (14/44),68% (13/19),60% (3/5),12,7,7,82% (37/45),43% (27/63),59% (64/108),5,100% (9/9),33% (3/9),67% (12/18),"['5', '4']","['1', '0', '4', '1']",[],[],[],1.25
ATP - SINGLES :  Shanghai (China),hard,header
09.10. 17:35,Rune H.,0,1,2,,,,2,5,58%,61% (14/23),29% (5/17),0% (0/4),14% (5/35),54% (7/13),0% (0/1),13,18,56% (5/9),4,48% (19/40),25% (12/48),35% (31/88),1,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],2.45
09.10. 17:35,Fritz T.,2,6,6,,,,9,0,73%,86% (30/35),46% (6/13),100% (1/1),39% (9/23),71% (12/17),100% (4/4),18,12,50% (3/6),8,75% (36/48),53% (21/40),65% (57/88),5,100% (8/8),57% (4/7),80% (12/15),"['2', '0', '4', '0']","['1', '0', '5', '2']",[],[],[],1.56
08.10. 14:35,Rune H.,2,6,7,,,,3,1,52%,75% (27/36),70% (23/33),100% (2/2),30% (13/44),59% (17/29),33% (2/6),20,12,71% (5/7),6,72% (50/69),38% (28/73),55% (78/142),3,100% (11/11),18% (2/11),59% (13/22),"['5', '4']","['6', '5']",[],[],[],1.54
08.10. 14:35,Lehecka J.,0,4,5,,,,11,4,60%,70% (31/44),48% (14/29),67% (4/6),25% (9/36),30% (10/33),0% (0/2),26,21,67% (14/21),5,62% (45/73),28% (19/69),45% (64/142),1,82% (9/11),0% (0/11),41% (9/22),[],[],[],[],[],2.51
07.10. 16:10,Rune H.,2,4,6,6,,,7,0,62%,82% (42/51),68% (21/31),67% (2/3),25% (13/51),39% (11/28),40% (2/5),30,19,85% (11/13),6,77% (63/82),30% (24/79),54% (87/161),3,93% (14/15),14% (2/14),55% (16/29),[],"['6', '4']","['5', '3']",[],[],1.91
07.10. 16:10,Berrettini M.,1,6,4,3,,,16,1,65%,75% (38/51),61% (17/28),60% (3/5),18% (9/51),32% (10/31),33% (1/3),30,35,73% (8/11),6,70% (55/79),23% (19/82),46% (74/161),3,86% (12/14),7% (1/15),45% (13/29),"['5', '4']",[],[],[],[],1.91
ATP - SINGLES :  Tokyo (Japan),hard,header
