Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,87/67,71/60,7/4,2/1,-,7/2
2024,11/26,11/26,-,-,-,-
2023,36/22,35/20,1/2,-,-,-
2022,37/14,22/9,6/2,2/1,-,7/2
2021,2/4,2/4,-,-,-,-
2018,1/1,1/1,-,-,-,-
