Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,122/100,88/64,32/33,2/3,-,-
2024,43/26,35/18,7/7,1/1,-,-
2023,37/31,20/17,16/13,1/1,-,-
2022,29/26,21/16,8/9,0/1,-,-
2021,12/14,11/10,1/4,-,-,-
2020,1/3,1/3,-,-,-,-
