Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,35/34,19/20,16/11,0/3,-,-
2024,14/11,14/11,-,-,-,-
2023,7/12,2/7,5/4,0/1,-,-
2022,14/10,3/2,11/7,0/1,-,-
2018,0/1,-,-,0/1,-,-
