Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,12/24,9/18,3/4,0/2,-,-
2024,10/13,8/11,2/2,-,-,-
2023,2/7,1/4,1/2,0/1,-,-
2022,0/3,0/3,-,-,-,-
2021,0/1,-,-,0/1,-,-
