Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,94/56,28/22,16/9,44/14,6/6,0/5
2024,19/22,3/5,4/5,11/6,1/4,0/2
2023,41/22,12/9,5/3,19/6,5/2,0/2
2022,28/7,7/4,7/1,14/2,-,-
2021,6/4,6/4,-,-,-,-
2020,0/1,-,-,-,-,0/1
