Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,6/17,1/2,0/2,-,-,5/13
2024,1/5,1/2,-,-,-,0/3
2022,1/2,-,-,-,-,1/2
2021,2/2,-,-,-,-,2/2
2019,2/1,-,-,-,-,2/1
2018,0/4,-,0/2,-,-,0/2
2016,0/3,-,-,-,-,0/3
