Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,41/33,17/16,19/12,5/5,-,-
2024,4/6,3/4,1/2,-,-,-
2023,12/3,6/1,6/2,-,-,-
2022,6/5,3/3,3/2,-,-,-
2021,16/16,3/6,9/6,4/4,-,-
2020,2/2,1/1,-,1/1,-,-
2019,1/1,1/1,-,-,-,-
