Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,190/149,102/85,80/52,8/12,-,-
2024,28/18,25/13,3/2,0/3,-,-
2023,9/9,6/7,3/2,-,-,-
2022,24/35,13/20,3/7,8/8,-,-
2021,40/26,29/17,11/8,0/1,-,-
2020,31/12,10/6,21/6,-,-,-
2019,22/15,5/7,17/8,-,-,-
2018,14/7,6/5,8/2,-,-,-
2017,7/4,1/1,6/3,-,-,-
2016,13/19,6/8,7/11,-,-,-
2015,2/4,1/1,1/3,-,-,-
