Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,145/71,21/19,95/42,17/5,4/3,8/2
2024,35/18,2/6,24/9,5/0,4/3,-
2023,49/25,11/7,21/12,12/5,-,5/1
2022,11/3,2/0,6/2,-,-,3/1
2021,14/6,0/2,14/4,-,-,-
2020,5/2,-,5/2,-,-,-
2019,10/5,0/1,10/4,-,-,-
2018,12/6,2/1,10/5,-,-,-
2017,8/5,3/1,5/4,-,-,-
2016,1/1,1/1,-,-,-,-
