Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Paris (France),hard,header
ATP - SINGLES :  Paris (France),hard,header
ATP - SINGLES :  Paris (France),hard,header
ATP - SINGLES :  Paris (France),hard,header
ATP - SINGLES :  Paris (France),hard,header
ATP - SINGLES :  Paris (France),hard,header
ATP - SINGLES :  Paris (France),hard,header
29.10. 02:00,Paul T.,0,3,5,,,,5,1,57%,67% (26/39),33% (10/30),55% (6/11),34% (14/41),41% (7/17),50% (2/4),18,11,53% (8/15),52% (36/69),36% (21/58),45% (57/127),4,0,55% (6/11),20% (2/10),38% (8/21),[],"['1', '0', '4', '5']",[],[],[],1.14
29.10. 02:00,Mannarino A.,2,6,7,,,,4,0,71%,66% (27/41),59% (10/17),50% (2/4),33% (13/39),67% (20/30),45% (5/11),19,8,57% (4/7),64% (37/58),48% (33/69),55% (70/127),6,0,80% (8/10),45% (5/11),62% (13/21),"['2', '1', '6', '3']","['2', '2', '5', '3', '7', '5']",[],[],[],6.05
ATP - SINGLES :  Vienna (Austria),hard,header
23.10. 19:35,Paul T.,0,4,4,,,,2,0,55%,70% (33/47),47% (18/38),82% (9/11),25% (11/44),38% (5/13),0% (0/1),17,35,69% (11/16),60% (51/85),27% (15/56),47% (66/141),5,0,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],1.39
23.10. 19:35,Nakashima B.,2,6,6,,,,5,0,77%,75% (33/44),62% (8/13),100% (1/1),30% (14/47),53% (20/38),18% (2/11),24,22,57% (8/14),73% (41/56),40% (34/85),53% (75/141),5,0,100% (10/10),20% (2/10),60% (12/20),"['1', '0']","['4', '3']",[],[],[],3.02
ATP - SINGLES :  Stockholm (Sweden),hard,header
20.10. 18:40,Paul T.,2,6,6,,,,6,1,63%,65% (26/40),70% (16/23),50% (2/4),39% (13/33),64% (16/25),50% (4/8),19,14,33% (2/6),67% (42/63),50% (29/58),59% (71/121),8,0,80% (8/10),44% (4/9),63% (12/19),"['2', '0', '5', '3', '6', '4']","['5', '3']",[],[],[],1.68
20.10. 18:40,Dimitrov G.,0,4,3,,,,2,4,57%,61% (20/33),36% (9/25),50% (4/8),35% (14/40),30% (7/23),50% (2/4),9,13,80% (4/5),50% (29/58),33% (21/63),41% (50/121),2,0,56% (5/9),20% (2/10),37% (7/19),"['3', '4', '4', '5']",[],[],[],[],2.22
19.10. 18:10,Paul T.,2,6,6,,,,2,0,67%,75% (30/40),60% (12/20),100% (3/3),32% (12/37),70% (16/23),43% (3/7),28,16,90% (18/20),70% (42/60),47% (28/60),58% (70/120),7,0,100% (9/9),38% (3/8),71% (12/17),"['4', '2']","['1', '0', '5', '2']",[],[],[],1.23
19.10. 18:10,Wawrinka S.,0,3,2,,,,8,2,62%,68% (25/37),30% (7/23),57% (4/7),25% (10/40),40% (8/20),0% (0/3),19,25,44% (4/9),53% (32/60),30% (18/60),42% (50/120),3,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],4.34
18.10. 15:40,Paul T.,2,7^11,6,,,,10,2,54%,80% (32/40),53% (18/34),50% (2/4),31% (15/49),60% (15/25),50% (4/8),37,29,94% (17/18),68% (50/74),41% (30/74),54% (80/148),5,0,80% (8/10),40% (4/10),60% (12/20),"['3', '3']","['1', '0', '3', '0', '5', '0']",[],[],[],1.28
18.10. 15:40,Kecmanovic M.,0,6^9,2,,,,1,0,66%,69% (34/49),40% (10/25),50% (4/8),20% (8/40),47% (16/34),50% (2/4),13,33,60% (3/5),59% (44/74),32% (24/74),46% (68/148),5,2,60% (6/10),20% (2/10),40% (8/20),"['2', '1']","['1', '5']",[],[],[],3.82
16.10. 23:40,Paul T.,2,6,7^7,,,,7,1,58%,78% (29/37),63% (17/27),50% (1/2),33% (13/40),56% (18/32),25% (3/12),27,13,67% (10/15),72% (46/64),43% (31/72),57% (77/136),8,0,90% (9/10),30% (3/10),60% (12/20),"['2', '0', '6', '2']","['6', '6']",[],[],[],1.24
16.10. 23:40,Djere L.,0,2,6^2,,,,2,2,56%,68% (27/40),44% (14/32),75% (9/12),22% (8/37),37% (10/27),50% (1/2),17,11,90% (9/10),57% (41/72),28% (18/64),43% (59/136),2,0,70% (7/10),10% (1/10),40% (8/20),[],"['6', '5']",[],[],[],4.15
ATP - SINGLES :  Shanghai (China),hard,header
09.10. 12:55,Paul T.,1,6,4,3,,,2,3,59%,73% (40/55),47% (18/38),67% (6/9),25% (14/55),44% (14/32),20% (2/10),22,29,93% (13/14),62% (58/93),32% (28/87),48% (86/180),5,1,79% (11/14),14% (2/14),46% (13/28),"['5', '3']","['2', '1']",[],[],[],1.59
09.10. 12:55,Machac T.,2,3,6,6,,,5,5,63%,75% (41/55),56% (18/32),80% (8/10),27% (15/55),53% (20/38),33% (3/9),37,40,75% (9/12),68% (59/87),38% (35/93),52% (94/180),5,0,86% (12/14),21% (3/14),54% (15/28),[],"['2', '2', '6', '4']","['3', '1']",[],[],2.39
06.10. 19:15,Paul T.,2,6^2,7^8,6,,,13,1,65%,73% (52/71),53% (20/38),33% (1/3),30% (26/87),59% (22/37),31% (4/13),39,36,69% (11/16),66% (72/109),39% (48/124),52% (120/233),6,5,88% (14/16),25% (4/16),56% (18/32),[],"['3', '5', '5', '5']","['1', '0', '4', '1']",[],[],1.22
