Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,101/120,3/6,96/110,2/4,-,-
2024,15/17,-,15/17,-,-,-
2023,7/29,-,7/28,0/1,-,-
2022,33/31,-,32/30,1/1,-,-
2021,26/18,-,26/18,-,-,-
2018,0/4,0/2,0/2,-,-,-
2017,2/2,-,2/2,-,-,-
2016,3/6,-,3/5,0/1,-,-
2015,10/8,3/3,6/4,1/1,-,-
2014,5/5,0/1,5/4,-,-,-
