Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,150/86,12/17,98/49,35/17,5/3,-
2024,35/25,3/6,20/12,7/4,5/3,-
2023,48/24,0/3,37/16,11/5,-,-
2022,45/20,0/1,30/13,15/6,-,-
2021,17/13,5/4,10/7,2/2,-,-
2020,5/4,4/3,1/1,-,-,-
