Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,69/71,48/51,12/10,-,-,9/10
2024,9/13,7/10,1/2,-,-,1/1
2023,18/21,12/13,0/1,-,-,6/7
2022,35/23,23/15,11/7,-,-,1/1
2021,5/6,4/6,-,-,-,1/0
2019,1/1,1/1,-,-,-,-
2018,1/3,1/3,-,-,-,-
2016,0/3,0/2,-,-,-,0/1
2013,0/1,0/1,-,-,-,-
