Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,33/47,4/13,29/34,-,-,-
2024,16/21,3/6,13/15,-,-,-
2023,17/16,1/3,16/13,-,-,-
2020,0/5,0/1,0/4,-,-,-
2019,0/5,0/3,0/2,-,-,-
