Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,256/318,56/66,172/208,15/23,13/21,-
2024,24/27,6/6,18/21,-,-,-
2023,13/37,6/7,7/20,0/6,0/4,-
2022,27/34,8/9,16/20,3/4,0/1,-
2021,12/27,9/17,3/9,0/1,-,-
2020,10/12,6/6,1/4,1/1,2/1,-
2019,31/33,3/5,26/25,2/2,0/1,-
2018,30/28,4/3,25/23,0/1,1/1,-
2017,30/26,11/6,18/19,1/1,-,-
2016,24/31,1/4,17/21,4/3,2/3,-
2015,24/29,-,17/22,2/2,5/5,-
2014,24/23,-,23/21,0/1,1/1,-
2013,5/9,2/3,1/3,-,2/3,-
2012,2/2,-,-,2/1,0/1,-
