Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,32/34,2/5,30/29,-,-,-
2024,8/6,2/2,6/4,-,-,-
2023,7/12,0/2,7/10,-,-,-
2022,17/15,-,17/15,-,-,-
2020,0/1,0/1,-,-,-,-
