Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,355/263,145/119,193/132,6/4,-,11/8
2024,26/25,6/8,20/17,-,-,-
2023,81/41,4/5,73/36,-,-,4/0
2022,9/9,-,2/1,-,-,7/8
2021,43/38,42/37,1/1,-,-,-
2020,29/15,15/7,14/8,-,-,-
2019,26/12,9/4,17/8,-,-,-
2017,27/36,18/23,9/13,-,-,-
2016,59/32,17/7,42/25,-,-,-
2015,21/24,11/13,10/11,-,-,-
2014,18/17,10/8,2/6,6/3,-,-
2012,1/2,1/1,0/1,-,-,-
2011,15/11,12/6,3/5,-,-,-
2010,0/1,-,-,0/1,-,-
