Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,236/245,55/54,162/168,15/19,-,4/4
2024,3/2,-,3/2,-,-,-
2023,6/17,0/2,5/14,-,-,1/1
2022,6/4,0/3,5/1,-,-,1/0
2021,7/16,5/7,2/7,0/2,-,-
2020,4/9,-,4/9,-,-,-
2019,21/25,4/10,14/12,3/3,-,-
2018,33/24,20/13,12/9,0/1,-,1/1
2017,21/26,1/2,20/22,0/2,-,-
2016,45/30,6/4,31/19,8/7,-,-
2015,42/30,8/4,31/25,3/1,-,-
2014,17/25,3/4,12/16,1/3,-,1/2
2013,25/23,8/5,17/18,-,-,-
2012,6/13,-,6/13,-,-,-
2011,0/1,-,0/1,-,-,-
