Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,55/36,38/25,17/11,-,-,-
2024,23/11,9/3,14/8,-,-,-
2023,9/7,9/7,-,-,-,-
2022,2/2,2/2,-,-,-,-
2019,4/7,1/6,3/1,-,-,-
2018,13/6,13/4,0/2,-,-,-
2017,3/1,3/1,-,-,-,-
2016,1/2,1/2,-,-,-,-
