Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,181/141,81/83,98/55,2/3,-,-
2024,20/23,13/12,7/11,-,-,-
2023,15/9,4/2,11/7,-,-,-
2022,22/22,12/19,10/3,-,-,-
2021,47/20,2/2,43/16,2/2,-,-
2020,7/5,7/4,-,0/1,-,-
2019,22/22,11/11,11/11,-,-,-
2018,24/17,8/10,16/7,-,-,-
2017,11/12,11/12,-,-,-,-
2016,13/10,13/10,-,-,-,-
2013,0/1,0/1,-,-,-,-
