Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,143/113,17/19,114/81,7/11,-,5/2
2024,0/1,-,0/1,-,-,-
2023,29/36,3/7,18/20,3/7,-,5/2
2022,51/33,4/4,47/28,0/1,-,-
2021,23/15,-,23/15,-,-,-
2019,10/10,3/5,7/5,-,-,-
2018,16/6,-,14/5,2/1,-,-
2017,2/2,-,2/2,-,-,-
2016,5/5,4/2,0/2,1/1,-,-
2015,7/5,3/1,3/3,1/1,-,-
