Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,116/100,7/5,83/71,18/17,8/7,-
2024,29/21,4/4,19/11,6/6,-,-
2023,12/8,-,6/4,6/3,0/1,-
2022,7/5,-,0/2,-,7/3,-
2021,11/9,-,11/9,-,-,-
2020,2/1,-,-,2/1,-,-
2019,5/10,-,5/10,-,-,-
2018,19/22,-,19/20,0/1,0/1,-
2017,25/17,3/1,21/13,0/1,1/2,-
2016,4/3,-,-,4/3,-,-
2015,2/3,-,2/2,0/1,-,-
2014,0/1,-,-,0/1,-,-
