Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,47/56,0/1,47/55,-,-,-
2024,16/20,-,16/20,-,-,-
2023,25/28,0/1,25/27,-,-,-
2022,6/8,-,6/8,-,-,-
