Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,174/174,103/80,36/60,35/29,0/2,0/3
2024,2/3,-,2/2,-,-,0/1
2023,2/8,0/1,2/4,0/1,-,0/2
2022,12/19,9/9,3/9,-,0/1,-
2021,10/22,8/12,2/6,0/3,0/1,-
2020,8/15,4/7,3/7,1/1,-,-
2019,27/32,20/22,7/10,-,-,-
2018,29/16,24/9,4/6,1/1,-,-
2017,11/3,10/1,1/2,-,-,-
2015,3/4,0/1,2/1,1/2,-,-
2014,25/21,12/7,1/5,12/9,-,-
2013,10/18,4/9,2/4,4/5,-,-
2012,30/11,12/2,7/4,11/5,-,-
2011,5/2,-,-,5/2,-,-
