Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,33/30,17/15,16/14,0/1,-,-
2024,16/15,7/6,9/8,0/1,-,-
2023,7/7,7/5,0/2,-,-,-
2022,10/8,3/4,7/4,-,-,-
