Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,127/80,69/43,28/18,19/14,-,11/5
2024,28/14,23/9,4/4,-,-,1/1
2023,19/6,0/1,9/2,7/2,-,3/1
2022,18/23,6/10,3/6,2/4,-,7/3
2021,43/25,29/13,12/6,2/6,-,-
2020,10/5,3/4,-,7/1,-,-
2019,8/6,8/6,-,-,-,-
2016,1/1,-,-,1/1,-,-
