Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,367/250,154/127,177/88,33/30,3/5,-
2024,10/12,10/12,-,-,-,-
2023,7/13,1/7,6/6,-,-,-
2022,24/33,21/29,3/3,-,0/1,-
2021,39/27,34/20,1/3,2/3,2/1,-
2020,22/13,12/5,6/4,4/4,-,-
2019,28/26,19/11,4/6,5/8,0/1,-
2018,31/25,7/7,12/10,12/7,0/1,-
2017,36/27,7/7,28/16,0/3,1/1,-
2016,43/27,9/10,29/13,5/4,-,-
2015,69/20,10/6,59/13,0/1,-,-
2014,44/20,18/8,21/12,5/0,-,-
2013,14/6,6/4,8/2,-,-,-
2011,0/1,0/1,-,-,-,-
