19.03.2023,Milojevic N.,2,6,6,,,,2,4,66%,85% (23/27),57% (8/14),100% (3/3),42% (13/31),71% (20/28),33% (5/15),76% (31/41),56% (33/59),64% (64/100),100% (7/7),71% (5/7),86% (12/14),"['1', '0', '4', '1']","['1', '0', '3', '0', '5', '0']",[],[],[],1.02
19.03.2023,Sodan I.,0,2,0,,,,1,2,53%,58% (18/31),29% (8/28),67% (10/15),15% (4/27),43% (6/14),0% (0/3),44% (26/59),24% (10/41),36% (36/100),29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],12.00
CHALLENGER MEN - SINGLES :  Pune (India),hard,header
01.03.2023,Milojevic N.,1,6,5,3,,,6,2,60%,76% (38/50),47% (16/34),57% (4/7),23% (13/56),54% (22/41),27% (3/11),64% (54/84),36% (35/97),49% (89/181),79% (11/14),20% (3/15),48% (14/29),"['1', '0', '3', '0']","['2', '1']",[],[],[],1.53
01.03.2023,Noguchi R.,2,2,7,6,,,3,3,58%,77% (43/56),46% (19/41),73% (8/11),24% (12/50),53% (18/34),43% (3/7),64% (62/97),36% (30/84),51% (92/181),80% (12/15),21% (3/14),52% (15/29),[],"['3', '3', '7', '5']","['2', '0']",[],[],2.41
28.02.2023,Milojevic N.,2,6^1,7^7,6,,,7,5,66%,75% (56/75),58% (22/38),80% (4/5),30% (21/70),38% (16/42),29% (2/7),69% (78/113),33% (37/112),51% (115/225),94% (16/17),12% (2/17),53% (18/34),[],[],"['3', '2', '4', '3']",[],[],2.03
28.02.2023,Ferreira Silva F.,1,7^7,6^5,4,,,5,0,63%,70% (49/70),62% (26/42),71% (5/7),25% (19/75),42% (16/38),20% (1/5),67% (75/112),31% (35/113),49% (110/225),88% (15/17),6% (1/17),47% (16/34),[],[],"['3', '3']",[],[],1.72
CHALLENGER MEN - SINGLES :  Pune (India) - Qualification,hard,header
27.02.2023,Milojevic N.,2,7^7,6,,,,15,4,63%,74% (32/43),68% (17/25),83% (5/6),32% (14/44),54% (19/35),33% (2/6),72% (49/68),42% (33/79),56% (82/147),91% (10/11),18% (2/11),55% (12/22),"['3', '3']","['1', '0']",[],[],[],1.60
27.02.2023,Kelly D.,0,6^0,4,,,,3,5,56%,68% (30/44),46% (16/35),67% (4/6),26% (11/43),32% (8/25),17% (1/6),58% (46/79),28% (19/68),44% (65/147),82% (9/11),9% (1/11),45% (10/22),"['1', '0']",[],[],[],[],2.26
26.02.2023,Milojevic N.,2,6,7,,,,6,4,54%,96% (24/25),48% (10/21),50% (1/2),31% (11/35),69% (22/32),42% (5/12),74% (34/46),49% (33/67),59% (67/113),89% (8/9),50% (5/10),68% (13/19),"['2', '1', '4', '1', '6', '1']","['2', '0', '7', '5']",[],[],[],1.23
26.02.2023,Singh D.,0,1,5,,,,4,1,52%,69% (24/35),31% (10/32),58% (7/12),4% (1/25),52% (11/21),50% (1/2),51% (34/67),26% (12/46),41% (46/113),50% (5/10),11% (1/9),32% (6/19),[],"['3', '4']",[],[],[],3.90
CHALLENGER MEN - SINGLES :  Bengaluru (India),hard,header
21.02.2023,Milojevic N.,0,4,1,,,,4,4,48%,69% (18/26),43% (12/28),63% (5/8),14% (4/28),33% (6/18),0% (0/0),56% (30/54),22% (10/46),40% (40/100),63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.19
21.02.2023,Kuzmanov D.,2,6,6,,,,1,1,61%,86% (24/28),67% (12/18),0% (0/0),31% (8/26),57% (16/28),38% (3/8),78% (36/46),44% (24/54),60% (60/100),100% (9/9),38% (3/8),71% (12/17),"['6', '4']","['3', '1', '5', '1']",[],[],[],1.64
CHALLENGER MEN - SINGLES :  Bengaluru (India) - Qualification,hard,header
20.02.2023,Milojevic N.,2,7^7,6,,,,10,8,54%,66% (27/41),63% (22/35),57% (4/7),26% (9/34),62% (31/50),40% (4/10),64% (49/76),48% (40/84),56% (89/160),73% (8/11),36% (4/11),55% (12/22),"['2', '0', '5', '5']","['1', '2', '4', '3']",[],[],[],1.70
20.02.2023,Chung Y.,0,6^2,4,,,,5,8,40%,74% (25/34),38% (19/50),60% (6/10),34% (14/41),37% (13/35),43% (3/7),52% (44/84),36% (27/76),44% (71/160),64% (7/11),27% (3/11),45% (10/22),"['1', '2', '3', '2']","['2', '0']",[],[],[],2.08
19.02.2023,Milojevic N.,2,6,7^7,,,,4,7,50%,76% (26/34),59% (20/34),60% (3/5),49% (18/37),46% (16/35),36% (4/11),68% (46/68),47% (34/72),57% (80/140),80% (8/10),40% (4/10),60% (12/20),"['1', '0', '4', '1']","['1', '2', '3', '4']",[],[],[],0
19.02.2023,Tyagi K.,0,2,6^4,,,,0,5,51%,51% (19/37),54% (19/35),64% (7/11),24% (8/34),41% (14/34),40% (2/5),53% (38/72),32% (22/68),43% (60/140),60% (6/10),20% (2/10),40% (8/20),[],"['2', '0', '3', '1']",[],[],[],0
CHALLENGER MEN - SINGLES :  Tenerife 2 (Spain),hard,header
31.01.2023,Milojevic N.,1,6,5,2,,,1,9,59%,71% (39/55),42% (16/38),73% (8/11),35% (18/51),43% (18/42),33% (3/9),59% (55/93),39% (36/93),49% (91/186),77% (10/13),23% (3/13),50% (13/26),"['1', '0', '3', '0', '5', '0']",[],[],[],[],3.20
31.01.2023,Brancaccio R.,2,0,7,6,,,2,2,55%,65% (33/51),57% (24/42),67% (6/9),29% (16/55),58% (22/38),27% (3/11),61% (57/93),41% (38/93),51% (95/186),77% (10/13),23% (3/13),50% (13/26),[],"['7', '5']","['2', '0', '6', '2']",[],[],1.32
CHALLENGER MEN - SINGLES :  Tenerife (Spain),hard,header
17.01.2023,Milojevic N.,0,1,2,,,,1,2,56%,45% (9/20),63% (10/16),43% (3/7),24% (6/25),30% (6/20),0% (0/1),53% (19/36),27% (12/45),38% (31/81),43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],2.32
17.01.2023,Cobolli F.,2,6,6,,,,1,1,56%,76% (19/25),70% (14/20),100% (1/1),55% (11/20),38% (6/16),57% (4/7),73% (33/45),47% (17/36),62% (50/81),100% (8/8),57% (4/7),80% (12/15),"['2', '0', '5', '1']","['1', '0', '3', '0']",[],[],[],1.57
ATP - SINGLES :  Australian Open (Australia) - Qualification,hard,header
09.01.2023,Milojevic N.,0,0,2,,,,2,9,58%,57% (20/35),28% (7/25),55% (6/11),19% (4/21),27% (4/15),0% (0/0),11,27,42% (5/12),45% (27/60),22% (8/36),36% (35/96),29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],2.79
09.01.2023,Tabilo A.,2,6,6,,,,3,0,58%,81% (17/21),73% (11/15),0% (0/0),43% (15/35),72% (18/25),45% (5/11),19,15,70% (7/10),78% (28/36),55% (33/60),64% (61/96),100% (7/7),71% (5/7),86% (12/14),"['2', '0', '4', '0', '6', '0']","['3', '1', '6', '2']",[],[],[],1.42
ATP - SINGLES :  Pune (India) - Qualification,hard,header
01.01.2023,Milojevic N.,0,2,3,,,,1,4,62%,65% (20/31),37% (7/19),57% (4/7),10% (3/30),36% (5/14),0% (0/0),8,35,54% (27/50),54% (27/50),18% (8/44),37% (35/94),63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.69
01.01.2023,Marterer M.,2,6,6,,,,11,1,68%,90% (27/30),64% (9/14),0% (0/0),35% (11/31),63% (12/19),43% (3/7),23,59,82% (36/44),82% (36/44),46% (23/50),63% (59/94),100% (9/9),38% (3/8),71% (12/17),"['3', '1', '6', '2']","['5', '3']",[],[],[],1.48
31.12.2022,Milojevic N.,2,6,6,,,,3,1,65%,74% (23/31),47% (8/17),33% (1/3),50% (15/30),79% (11/14),100% (6/6),65% (31/48),59% (26/44),62% (57/92),75% (6/8),67% (6/9),71% (12/17),"['1', '0', '3', '0', '6', '3']","['3', '1', '4', '2', '6', '2']",[],[],[],1.91
31.12.2022,Ionel N. D.,0,3,2,,,,2,0,68%,50% (15/30),21% (3/14),0% (0/6),26% (8/31),53% (9/17),67% (2/3),41% (18/44),35% (17/48),38% (35/92),33% (3/9),25% (2/8),29% (5/17),"['2', '4']","['2', '3']",[],[],[],1.91
CHALLENGER MEN - SINGLES :  Maia (Portugal),clay,header
29.11.2022,Milojevic N.,1,7,3,0,,,4,12,55%,76% (31/41),27% (9/33),29% (2/7),28% (16/58),50% (17/34),33% (2/6),54% (40/74),36% (33/92),44% (73/166),62% (8/13),14% (2/14),37% (10/27),"['3', '2', '6', '5']",[],[],[],[],1.35
29.11.2022,Oliveira G.,2,5,6,6,,,1,8,63%,72% (42/58),50% (17/34),67% (4/6),27% (11/41),73% (24/33),71% (5/7),64% (59/92),46% (34/74),56% (93/166),86% (12/14),38% (5/13),63% (17/27),"['5', '5']","['2', '0']","['1', '0', '3', '0', '5', '0']",[],[],3.04
CHALLENGER MEN - SINGLES :  Valencia (Spain),clay,header
26.11.2022,Milojevic N.,1,6,3,5,,,4,8,59%,67% (42/63),42% (18/43),44% (4/9),36% (20/55),45% (14/31),36% (4/11),57% (60/106),40% (34/86),49% (94/192),67% (10/15),27% (4/15),47% (14/30),"['2', '0', '3', '1']","['1', '4']","['2', '2']",[],[],1.95
26.11.2022,Krutykh O.,2,3,6,7,,,4,0,64%,64% (35/55),55% (17/31),64% (7/11),33% (21/63),58% (25/43),56% (5/9),60% (52/86),43% (46/106),51% (98/192),73% (11/15),33% (5/15),53% (16/30),"['1', '2']","['2', '0', '4', '0']","['1', '0', '6', '5']",[],[],1.81
25.11.2022,Milojevic N.,2,0,6,6,,,7,7,64%,74% (37/50),36% (10/28),50% (4/8),31% (13/42),45% (20/44),27% (3/11),60% (47/78),38% (33/86),49% (80/164),69% (9/13),23% (3/13),46% (12/26),[],"['1', '0', '5', '4']","['1', '0']",[],[],2.26
25.11.2022,Andreev A.,1,6,4,4,,,1,0,49%,69% (29/42),55% (24/44),73% (8/11),26% (13/50),64% (18/28),50% (4/8),62% (53/86),40% (31/78),51% (84/164),77% (10/13),31% (4/13),54% (14/26),"['2', '0', '4', '0', '6', '0']","['2', '2']",[],[],[],1.62
23.11.2022,Milojevic N.,2,5,6,6,,,6,4,60%,72% (46/64),42% (18/43),43% (3/7),36% (23/64),59% (16/27),71% (5/7),60% (64/107),43% (39/91),52% (103/198),75% (12/16),33% (5/15),55% (17/31),[],"['2', '0', '4', '0']","['2', '1', '3', '4', '5', '4']",[],[],1.84
23.11.2022,Sanchez Izquierdo N.,1,7,3,4,,,4,7,70%,64% (41/64),41% (11/27),29% (2/7),28% (18/64),58% (25/43),57% (4/7),57% (52/91),40% (43/107),48% (95/198),67% (10/15),25% (4/16),45% (14/31),"['6', '5']","['2', '5']","['2', '2', '4', '2']",[],[],1.92
21.11.2022,Milojevic N.,2,6,7,,,,3,1,67%,66% (33/50),48% (12/25),50% (3/6),34% (11/32),65% (17/26),56% (5/9),60% (45/75),48% (28/58),55% (73/133),73% (8/11),50% (5/10),62% (13/21),"['3', '1', '5', '3']","['1', '0', '4', '3', '6', '5']",[],[],[],1.36
21.11.2022,Merida Aguilar D.,0,3,5,,,,1,4,55%,66% (21/32),35% (9/26),44% (4/9),34% (17/50),52% (13/25),50% (3/6),52% (30/58),40% (30/75),45% (60/133),50% (5/10),27% (3/11),38% (8/21),"['3', '4']","['1', '1', '4', '4']",[],[],[],2.98
CHALLENGER MEN - SINGLES :  Montevideo (Uruguay),clay,header
08.11.2022,Milojevic N.,0,3,2,,,,1,2,56%,64% (16/25),35% (7/20),43% (3/7),35% (17/48),29% (5/17),13% (1/8),51% (23/45),34% (22/65),41% (45/110),50% (4/8),11% (1/9),29% (5/17),"['2', '1']",[],[],[],[],2.92
08.11.2022,Etcheverry T. M.,2,6,6,,,,3,0,74%,65% (31/48),71% (12/17),88% (7/8),36% (9/25),65% (13/20),57% (4/7),66% (43/65),49% (22/45),59% (65/110),89% (8/9),50% (4/8),71% (12/17),"['2', '2', '4', '2']","['1', '0', '3', '0']",[],[],[],1.38
CHALLENGER MEN - SINGLES :  Guayaquil (Ecuador),clay,header
01.11.2022,Milojevic N.,0,6^1,2,,,,2,3,66%,58% (25/43),45% (10/22),50% (4/8),27% (10/37),48% (14/29),40% (2/5),54% (35/65),36% (24/66),45% (59/131),60% (6/10),20% (2/10),40% (8/20),"['1', '0', '2', '1']",[],[],[],[],2.46
01.11.2022,Diaz Acosta F.,2,7^7,6,,,,3,0,56%,73% (27/37),52% (15/29),60% (3/5),42% (18/43),55% (12/22),50% (4/8),64% (42/66),46% (30/65),55% (72/131),80% (8/10),40% (4/10),60% (12/20),"['1', '1', '3', '3']","['1', '0', '3', '0']",[],[],[],1.51
CHALLENGER MEN - SINGLES :  Lima 2 (Peru),clay,header
29.10.2022,Milojevic N.,1,6^3,6,4,,,0,2,68%,53% (38/72),44% (15/34),60% (12/20),46% (33/72),69% (20/29),47% (9/19),50% (53/106),52% (53/101),51% (106/207),47% (7/15),60% (9/15),53% (16/30),"['2', '4', '3', '5', '5', '5', '6', '6']","['1', '0', '2', '1', '4', '1']","['1', '2', '4', '5']",[],[],1.57
29.10.2022,Burruchaga R. A.,2,7^7,2,6,,,1,5,71%,54% (39/72),31% (9/29),53% (10/19),47% (34/72),56% (19/34),40% (8/20),48% (48/101),50% (53/106),49% (101/207),40% (6/15),53% (8/15),47% (14/30),"['2', '1', '4', '1', '5', '2', '6', '5']","['1', '1']","['2', '0', '4', '2', '6', '4']",[],[],2.37
26.10.2022,Milojevic N.,2,2,6,6,,,0,4,65%,62% (36/58),58% (18/31),43% (3/7),29% (17/59),56% (14/25),67% (4/6),61% (54/89),37% (31/84),49% (85/173),71% (10/14),29% (4/14),50% (14/28),[],"['1', '0', '5', '4']","['1', '2', '4', '3']",[],[],3.28
26.10.2022,Cecchinato M.,1,6,4,4,,,3,2,70%,71% (42/59),44% (11/25),33% (2/6),38% (22/58),42% (13/31),57% (4/7),63% (53/84),39% (35/89),51% (88/173),71% (10/14),29% (4/14),50% (14/28),"['2', '0', '6', '2']","['4', '4']","['2', '0']",[],[],1.33
26.10.2022,Milojevic N.,2,6,5,6,,,6,2,71%,66% (38/58),54% (13/24),43% (3/7),48% (34/71),58% (18/31),35% (7/20),62% (51/82),51% (52/102),56% (103/184),71% (10/14),50% (7/14),61% (17/28),"['4', '3', '6', '3']","['1', '1', '2', '2', '4', '4']","['2', '0', '4', '0']",[],[],1.58
26.10.2022,Alvarez N.,1,3,7,1,,,2,2,70%,52% (37/71),42% (13/31),65% (13/20),34% (20/58),46% (11/24),57% (4/7),49% (50/102),38% (31/82),44% (81/184),50% (7/14),29% (4/14),39% (11/28),[],"['1', '0', '2', '1', '3', '2', '6', '5']",[],[],[],2.28
CHALLENGER MEN - SINGLES :  Lima 2 (Peru) - Qualification,clay,header
24.10.2022,Milojevic N.,2,6,6,,,,5,1,67%,75% (24/32),56% (9/16),100% (2/2),56% (18/32),59% (10/17),56% (5/9),69% (33/48),57% (28/49),63% (61/97),100% (7/7),63% (5/8),80% (12/15),"['1', '0', '3', '0', '5', '0']","['4', '3', '6', '3']",[],[],[],1.24
24.10.2022,Galarza J. I.,0,0,3,,,,0,3,65%,44% (14/32),41% (7/17),44% (4/9),25% (8/32),44% (7/16),0% (0/2),43% (21/49),31% (15/48),37% (36/97),38% (3/8),0% (0/7),20% (3/15),[],[],[],[],[],3.80
24.10.2022,Milojevic N.,2,6,6,,,,4,2,70%,78% (25/32),71% (10/14),100% (2/2),51% (21/41),58% (7/12),40% (4/10),76% (35/46),53% (28/53),64% (63/99),100% (8/8),57% (4/7),80% (12/15),"['2', '0', '6', '2']","['2', '0', '4', '0']",[],[],[],1.01
24.10.2022,Pestana M.,0,2,1,,,,0,1,77%,49% (20/41),42% (5/12),60% (6/10),22% (7/32),29% (4/14),0% (0/2),47% (25/53),24% (11/46),36% (36/99),43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],13.00
CHALLENGER MEN - SINGLES :  Ambato (Ecuador),clay,header
19.10.2022,Milojevic N.,0,6^6,4,,,,2,3,61%,80% (32/40),62% (16/26),83% (5/6),19% (9/47),35% (6/17),0% (0/0),73% (48/66),23% (15/64),48% (63/130),91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],3.50
19.10.2022,Bagnis F.,2,7^8,6,,,,8,2,73%,81% (38/47),65% (11/17),0% (0/0),20% (8/40),38% (10/26),17% (1/6),77% (49/64),27% (18/66),52% (67/130),100% (11/11),9% (1/11),55% (12/22),[],"['3', '2']",[],[],[],1.29
18.10.2022,Milojevic N.,2,7,6,,,,6,5,43%,100% (19/19),68% (17/25),0% (0/0),21% (6/28),65% (20/31),40% (4/10),82% (36/44),44% (26/59),60% (62/103),100% (9/9),40% (4/10),68% (13/19),"['6', '5']","['1', '0', '3', '0', '6', '1']",[],[],[],1.19
18.10.2022,March A. C.,0,5,1,,,,6,6,47%,79% (22/28),35% (11/31),60% (6/10),0% (0/19),32% (8/25),0% (0/0),56% (33/59),18% (8/44),40% (41/103),60% (6/10),0% (0/9),32% (6/19),[],[],[],[],[],4.36
CHALLENGER MEN - SINGLES :  Lisbon (Portugal),clay,header
30.09.2022,Milojevic N.,1,0,7^8,6^5,,,3,5,76%,57% (50/87),30% (8/27),46% (6/13),41% (25/61),38% (16/42),33% (4/12),51% (58/114),40% (41/103),46% (99/217),53% (8/15),27% (4/15),40% (12/30),[],"['1', '2', '3', '2', '5', '4']","['4', '4']",[],[],6.55
30.09.2022,Taberner C.,2,6,6^6,7^7,,,0,3,59%,59% (36/61),62% (26/42),67% (8/12),43% (37/87),70% (19/27),54% (7/13),60% (62/103),49% (56/114),54% (118/217),73% (11/15),47% (7/15),60% (18/30),"['2', '0', '4', '0', '6', '0']","['2', '0', '3', '3', '5', '5']","['1', '0']",[],[],1.06
27.09.2022,Milojevic N.,2,6,6,,,,0,1,51%,96% (23/24),48% (11/23),0% (0/1),48% (20/42),50% (8/16),80% (4/5),72% (34/47),48% (28/58),59% (62/105),89% (8/9),44% (4/9),67% (12/18),"['2', '2', '6', '4']","['2', '0', '6', '2']",[],[],[],2.13
27.09.2022,Barranco Cosano J.,0,4,2,,,,2,2,72%,52% (22/42),50% (8/16),20% (1/5),4% (1/24),52% (12/23),100% (1/1),52% (30/58),28% (13/47),41% (43/105),56% (5/9),11% (1/9),33% (6/18),"['2', '1']",[],[],[],[],1.66
CHALLENGER MEN - SINGLES :  Sibiu (Romania),clay,header
22.09.2022,Milojevic N.,0,1,2,,,,1,2,52%,50% (12/24),32% (7/22),44% (4/9),37% (11/30),37% (10/27),50% (1/2),41% (19/46),37% (21/57),39% (40/103),29% (2/7),13% (1/8),20% (3/15),[],"['1', '1']",[],[],[],2.59
