Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,262/212,214/167,26/22,7/16,-,15/7
2024,18/19,18/18,0/1,-,-,-
2023,59/30,53/24,3/2,-,-,3/4
2022,35/30,23/27,-,-,-,12/3
2021,15/28,12/24,3/3,0/1,-,-
2020,3/6,3/6,-,-,-,-
2019,32/28,30/23,2/3,0/2,-,-
2018,42/27,37/18,3/3,2/6,-,-
2017,33/21,18/11,11/5,4/5,-,-
2016,15/17,14/12,0/3,1/2,-,-
2015,4/2,-,4/2,-,-,-
2014,3/2,3/2,-,-,-,-
2013,3/2,3/2,-,-,-,-
