Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,92/79,21/17,70/62,-,-,1/0
2023,27/24,6/4,20/20,-,-,1/0
2022,36/18,11/5,25/13,-,-,-
2021,17/19,0/3,17/16,-,-,-
2020,3/5,2/1,1/4,-,-,-
2019,9/10,2/3,7/7,-,-,-
2018,0/1,0/1,-,-,-,-
2016,0/1,-,0/1,-,-,-
2015,0/1,-,0/1,-,-,-
