Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,276/204,121/95,82/59,64/42,9/8,-
2024,26/22,18/16,3/2,1/3,4/1,-
2023,28/31,5/8,11/9,9/11,3/3,-
2022,13/16,7/7,2/3,2/3,2/3,-
2021,41/24,12/10,11/6,18/7,0/1,-
2020,20/9,2/1,3/3,15/5,-,-
2019,34/24,10/7,19/13,5/4,-,-
2018,43/31,24/17,15/11,4/3,-,-
2017,40/20,25/13,10/5,5/2,-,-
2016,22/14,16/10,2/2,4/2,-,-
2015,7/8,0/2,6/5,1/1,-,-
2014,0/3,0/2,-,0/1,-,-
2013,2/2,2/2,-,-,-,-
