Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
16.07.,Marrero Curbelo I.,2,,,,,,"['2', '2', '5', '5', '7', '5']","['1', '1', '3', '1', '5', '1']",[],[],[],2.28
16.07.,Robertson C.,0,,,,,,"['1', '0', '4', '3']","['1', '0']",[],[],[],1.57
08.07.,Loffhagen G.,2,,,,,,7,1,54%,90% (19/21),72% (13/18),0% (0/0),42% (10/24),65% (13/20),44% (4/9),82% (32/39),52% (23/44),66% (55/83),9,0,100% (8/8),57% (4/7),80% (12/15),"['3', '1', '6', '2']","['3', '1', '5', '1']",[],[],[],1.10
08.07.,Robertson C.,0,,,,,,2,2,55%,58% (14/24),35% (7/20),56% (5/9),10% (2/21),28% (5/18),0% (0/0),48% (21/44),18% (7/39),34% (28/83),1,0,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],6.20
02.07.,Araujo P.,2,,,,,,"['1', '1', '2', '4']","['2', '0', '4', '0']","['2', '1', '4', '1', '6', '1']",[],[],1.66
02.07.,Robertson C.,1,,,,,,"['1', '0', '2', '1', '4', '1', '5', '2']",[],[],[],[],2.11
24.06.,Matsuoka H.,2,,,,,,"['2', '0', '4', '0']",[],"['2', '0', '5', '1']",[],[],1.68
24.06.,Robertson C.,1,,,,,,[],"['2', '0', '4', '0']",[],[],[],2.06
10.06.,Winter Lopez B.,2,,,,,,"['3', '2', '5', '4']","['2', '1', '5', '2']",[],[],[],2.69
10.06.,Robertson C.,0,,,,,,"['3', '3']",[],[],[],[],1.42
28.05.,Simakin I.,2,,,,,,5,3,68%,64% (35/55),58% (15/26),50% (3/6),40% (22/55),56% (25/45),33% (4/12),62% (50/81),47% (47/100),54% (97/181),6,0,75% (9/12),33% (4/12),54% (13/24),"['5', '5', '7', '5']","['2', '0', '6', '6']",[],[],[],1.09
28.05.,Robertson C.,0,,,,,,2,6,55%,60% (33/55),44% (20/45),67% (8/12),36% (20/55),42% (11/26),50% (3/6),53% (53/100),38% (31/81),46% (84/181),4,5,67% (8/12),25% (3/12),46% (11/24),"['1', '0']","['4', '5', '6', '5']",[],[],[],6.45
09.04.,Spizzirri E.,2,,,,,,1,4,72%,61% (36/59),35% (8/23),75% (12/16),57% (20/35),63% (17/27),67% (6/9),54% (44/82),60% (37/62),56% (81/144),7,0,60% (6/10),67% (6/9),63% (12/19),"['2', '1', '3', '2', '4', '3', '5', '4']","['3', '1', '5', '1']",[],[],[],1.09
09.04.,Robertson C.,0,,,,,,1,5,56%,43% (15/35),37% (10/27),33% (3/9),39% (23/59),65% (15/23),25% (4/16),40% (25/62),46% (38/82),44% (63/144),3,0,33% (3/9),40% (4/10),37% (7/19),"['2', '2', '3', '3', '4', '4', '5', '5']",[],[],[],[],6.25
07.04.,Sell K.,0,,,,,,1,5,45%,65% (13/20),38% (9/24),80% (8/10),33% (3/9),64% (7/11),100% (2/2),50% (22/44),50% (10/20),50% (32/64),5,0,50% (2/4),50% (2/4),50% (4/8),"['1', '1', '3', '3']",[],[],[],[],1.27
07.04.,Robertson C.,0,,,,,,0,2,45%,67% (6/9),36% (4/11),0% (0/2),35% (7/20),63% (15/24),20% (2/10),50% (10/20),50% (22/44),50% (32/64),5,0,50% (2/4),50% (2/4),50% (4/8),"['1', '0', '2', '1']",[],[],[],[],3.80
14.03.,Flores J.,0,,,,,,"['4', '4']",[],[],[],[],5.00
14.03.,Robertson C.,0,,,,,,"['3', '2']",[],[],[],[],1.13
13.03.,Robertson C.,2,,,,,,"['1', '0', '3', '0']","['1', '2', '3', '2', '6', '3']",[],[],[],1.13
13.03.,Van Orderlain D.,0,,,,,,[],"['2', '0']",[],[],[],5.10
12.03.,Robertson C.,2,,,,,,"['4', '2', '6', '4']","['2', '0', '4', '0']",[],[],[],1.04
12.03.,Benaim M.,0,,,,,,"['3', '4']",[],[],[],[],8.20
05.01.,Lamasine T.,2,,,,,,5,3,66%,78% (46/59),57% (17/30),33% (1/3),24% (13/55),51% (30/59),25% (3/12),71% (63/89),38% (43/114),52% (106/203),8,0,87% (13/15),19% (3/16),52% (16/31),"['2', '2']",[],"['2', '1', '6', '3']",[],[],1.61
05.01.,Robertson C.,1,,,,,,2,8,48%,76% (42/55),49% (29/59),75% (9/12),22% (13/59),43% (13/30),67% (2/3),62% (71/114),29% (26/89),48% (97/203),2,2,81% (13/16),13% (2/15),48% (15/31),"['1', '0', '3', '2']",[],[],[],[],2.23
29.10.2024,Broom C.,2,,,,,,"['1', '3', '3', '5']","['2', '0', '4', '0']","['5', '4']",[],[],1.31
29.10.2024,Robertson C.,1,,,,,,"['1', '0', '3', '0', '4', '1']",[],[],[],[],3.20
06.09.2024,Budkov Kjaer N.,2,,,,,,3,0,62%,65% (22/34),57% (12/21),60% (3/5),44% (17/39),59% (23/39),25% (5/20),17,24,71% (12/17),62% (34/55),51% (40/78),56% (74/133),6,0,75% (6/8),60% (6/10),67% (12/18),2941,"['1', '1', '4', '2']","['2', '1', '4', '1', '6', '3']",[],[],[],-
06.09.2024,Robertson C.,0,,,,,,1,4,50%,56% (22/39),41% (16/39),75% (15/20),35% (12/34),43% (9/21),40% (2/5),12,35,69% (11/16),49% (38/78),38% (21/55),44% (59/133),4,3,40% (4/10),25% (2/8),33% (6/18),3030,"['1', '0']","['2', '4']",[],[],[],-
05.09.2024,Robertson C.,2,,,,,,6,0,49%,90% (18/20),57% (12/21),0% (0/1),52% (12/23),74% (14/19),71% (5/7),19,16,100% (8/8),73% (30/41),62% (26/42),67% (56/83),5,0,88% (7/8),71% (5/7),80% (12/15),1405,"['2', '0', '4', '0', '5', '1']","['2', '1', '4', '1']",[],[],[],-
05.09.2024,Thomas F.,0,,,,,,1,5,55%,48% (11/23),26% (5/19),29% (2/7),10% (2/20),43% (9/21),100% (1/1),3,20,17% (1/6),38% (16/42),27% (11/41),33% (27/83),5,0,29% (2/7),13% (1/8),20% (3/15),1404,"['1', '4']",[],[],[],[],-
04.09.2024,Robertson C.,2,,,,,,"['2', '1', '6', '3']","['3', '1', '4', '2', '6', '4']",[],[],[],-
04.09.2024,Kim J.,0,,,,,,[],"['2', '3', '4', '5']",[],[],[],-
03.09.2024,Robertson C.,2,,,,,,"['3', '4']","['2', '2', '5', '3']",[],[],[],-
03.09.2024,Razeghi A.,0,,,,,,"['3', '1']","['1', '0']",[],[],[],-
02.09.2024,Robertson C.,2,,,,,,"['4', '4', '7', '5']","['2', '0', '3', '1', '4', '2', '6', '2']",[],[],[],-
02.09.2024,Santamarta Roig A.,0,,,,,,"['3', '2']","['1', '2', '2', '3']",[],[],[],-
31.07.2024,Monday J.,2,,,,,,[],"['3', '1', '5', '1']","['2', '1', '6', '3']",[],[],1.15
31.07.2024,Robertson C.,1,,,,,,"['6', '5']",[],[],[],[],4.93
11.07.2024,Rottgering M.,2,,,,,,"['2', '1']","['4', '2', '6', '2']",[],[],[],-
11.07.2024,Robertson C.,0,,,,,,"['5', '5']",[],[],[],[],-
10.07.2024,Robertson C.,2,,,,,,[],"['2', '1']","['4', '2']",[],[],-
10.07.2024,Kim J.,1,,,,,,"['6', '4']","['4', '4']",[],[],[],-
08.07.2024,Robertson C.,2,,,,,,"['2', '1']",[],"['4', '3', '6', '3']",[],[],-
08.07.2024,Schoenhaus M.,1,,,,,,[],"['4', '2', '6', '2']",[],[],[],-
05.06.2024,Berkieta T.,2,,,,,,"['2', '1', '6', '3']","['1', '1', '3', '5']","['2', '1']",[],[],-
05.06.2024,Robertson C.,1,,,,,,[],"['1', '0', '2', '1', '4', '1', '6', '3']",[],[],[],-
04.06.2024,Robertson C.,2,,,,,,"['3', '2', '5', '2']","['1', '0', '3', '4']",[],[],[],-
04.06.2024,Razeghi A.,0,,,,,,[],"['2', '2', '4', '2']",[],[],[],-
02.06.2024,Robertson C.,2,,,,,,"['1', '0', '4', '5']","['4', '2']","['1', '0', '3', '0', '5', '4']",[],[],-
02.06.2024,Kim J.,1,,,,,,"['1', '1', '5', '3']",[],"['1', '3', '3', '3']",[],[],-
31.05.2024,Robertson C.,2,,,,,,"['2', '3', '4', '3', '6', '5']","['2', '1', '5', '2']",[],[],[],-
31.05.2024,Guilleme J.,0,,,,,,"['3', '1', '4', '4']",[],[],[],[],-
30.05.2024,Robertson C.,2,,,,,,"['2', '1', '6', '3']","['2', '0', '4', '0', '6', '0']",[],[],[],-
30.05.2024,Simon E.,0,,,,,,[],[],[],[],[],-
15.02.2024,Jubb P.,2,,,,,,7,1,57%,77% (24/31),57% (13/23),100% (3/3),46% (17/37),61% (14/23),44% (4/9),69% (37/54),52% (31/60),60% (68/114),8,0,100% (8/8),50% (4/8),75% (12/16),"['3', '2', '5', '2']","['2', '1', '5', '2']",[],[],[],1.23
15.02.2024,Robertson C.,0,,,,,,0,5,62%,54% (20/37),39% (9/23),56% (5/9),23% (7/31),43% (10/23),0% (0/3),48% (29/60),31% (17/54),40% (46/114),2,1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],3.95
13.02.2024,Robertson C.,2,,,,,,2,6,66%,70% (40/57),48% (14/29),90% (9/10),26% (14/53),63% (24/38),33% (2/6),63% (54/86),42% (38/91),52% (92/177),7,0,91% (10/11),18% (2/11),55% (12/22),"['5', '4']","['4', '5']",[],[],[],3.19
13.02.2024,Colson T.,0,,,,,,9,6,58%,74% (39/53),37% (14/38),67% (4/6),30% (17/57),52% (15/29),10% (1/10),58% (53/91),37% (32/86),48% (85/177),3,0,82% (9/11),9% (1/11),45% (10/22),[],"['5', '3']",[],[],[],1.33
12.02.2024,Robertson C.,2,,,,,,7,6,62%,68% (36/53),64% (21/33),50% (3/6),38% (24/63),54% (20/37),60% (6/10),66% (57/86),44% (44/100),54% (101/186),8,0,80% (12/15),40% (6/15),60% (18/30),"['5', '3']","['1', '0', '3', '4', '5', '4']","['2', '1', '5', '2']",[],[],2.86
12.02.2024,Pawelski M.,1,,,,,,6,5,63%,62% (39/63),46% (17/37),40% (4/10),32% (17/53),36% (12/33),50% (3/6),56% (56/100),34% (29/86),46% (85/186),2,0,60% (9/15),20% (3/15),40% (12/30),"['4', '5']","['1', '1', '4', '2']",[],[],[],1.38
11.02.2024,Robertson C.,2,,,,,,0,2,70%,76% (32/42),56% (10/18),33% (1/3),40% (23/58),54% (14/26),31% (4/13),70% (42/60),44% (37/84),55% (79/144),8,0,82% (9/11),36% (4/11),59% (13/22),"['3', '1', '7', '5']","['3', '3', '6', '4']",[],[],[],5.60
11.02.2024,Hussey G.,0,,,,,,3,3,69%,60% (35/58),46% (12/26),69% (9/13),24% (10/42),44% (8/18),67% (2/3),56% (47/84),30% (18/60),45% (65/144),2,1,64% (7/11),18% (2/11),41% (9/22),"['2', '3']","['3', '2']",[],[],[],1.13
22.01.2024,Kumstat J.,2,,,,,,"['4', '4']","['4', '3']","['4', '2']",[],[],-
22.01.2024,Robertson C.,1,,,,,,"['3', '2']","['5', '5']",[],[],[],-
20.01.2024,Robertson C.,2,,,,,,[],"['5', '5', '7', '5']","['2', '0', '4', '0']",[],[],-
20.01.2024,Almazan Valiente I.,1,,,,,,"['3', '1']","['1', '0']",[],[],[],-
24.10.2023,Colson T.,2,,,,,,"['2', '0', '4', '0']","['1', '0', '4', '1']",[],[],[],1.11
24.10.2023,Robertson C.,0,,,,,,[],[],[],[],[],5.73
11.07.2023,Fonseca J.,2,,,,,,"['2', '0', '4', '0']","['4', '3']",[],[],[],-
11.07.2023,Robertson C.,0,,,,,,[],[],[],[],[],-
08.07.2023,Robertson C.,2,,,,,,"['1', '0', '3', '2']","['1', '0', '5', '2']",[],[],[],-
08.07.2023,Filip J.,0,,,,,,"['2', '2']",[],[],[],[],-
02.05.2023,Loffhagen G.,2,,,,,,"['2', '0', '4', '0']","['3', '2', '5', '2']",[],[],[],1.02
02.05.2023,Robertson C.,0,,,,,,[],[],[],[],[],11.00
