Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,376/212,129/54,163/116,44/23,35/18,5/1
2024,31/18,8/4,15/12,-,8/2,-
2023,39/25,12/6,21/16,-,6/3,-
2022,41/22,12/5,23/12,2/3,4/2,-
2021,36/19,5/5,19/10,5/1,7/3,-
2020,20/14,5/3,7/8,6/3,-,2/0
2019,13/21,4/4,8/13,0/2,0/2,1/0
2018,42/24,12/7,14/12,9/2,7/3,-
2017,32/21,8/4,17/14,5/2,1/1,1/0
2016,36/23,7/4,21/13,5/3,2/2,1/1
2015,58/15,46/10,5/3,7/2,-,-
2014,24/8,6/1,13/3,5/4,-,-
2013,4/2,4/1,-,0/1,-,-
