Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,133/126,31/27,100/95,2/4,-,-
2024,10/14,0/1,10/13,-,-,-
2023,30/27,0/1,30/26,-,-,-
2022,24/29,4/7,20/22,-,-,-
2021,32/18,18/10,14/8,-,-,-
2020,3/3,-,3/3,-,-,-
2019,17/20,7/5,10/13,0/2,-,-
2018,15/11,2/1,11/8,2/2,-,-
2017,2/3,0/1,2/2,-,-,-
2016,0/1,0/1,-,-,-,-
