Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,46/89,37/61,9/28,-,-,-
2024,10/19,9/17,1/2,-,-,-
2023,18/27,17/19,1/8,-,-,-
2022,8/12,3/5,5/7,-,-,-
2021,10/21,8/13,2/8,-,-,-
2020,0/3,-,0/3,-,-,-
2019,0/5,0/5,-,-,-,-
2018,0/2,0/2,-,-,-,-
