Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,134/94,38/38,39/25,57/31,-,-
2024,18/9,6/2,8/4,4/3,-,-
2023,14/7,-,8/6,6/1,-,-
2022,9/4,0/2,-,9/2,-,-
2021,3/2,-,-,3/2,-,-
2020,7/4,5/4,-,2/0,-,-
2019,5/5,3/3,2/2,-,-,-
2018,21/12,0/2,16/8,5/2,-,-
2017,29/21,10/9,4/3,15/9,-,-
2016,19/21,10/10,1/2,8/9,-,-
2015,8/8,3/5,-,5/3,-,-
2014,1/1,1/1,-,-,-,-
