Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,302/228,74/68,110/75,117/83,1/2,-
2024,31/30,10/13,16/13,5/4,-,-
2023,42/40,5/12,22/13,15/15,-,-
2022,60/30,8/7,26/11,25/10,1/2,-
2021,48/30,13/11,21/11,14/8,-,-
2020,17/24,3/3,8/15,6/6,-,-
2019,45/24,15/8,13/6,17/10,-,-
2018,29/31,10/10,3/6,16/15,-,-
2017,23/11,6/2,-,17/9,-,-
2016,6/7,4/2,-,2/5,-,-
2015,1/1,-,1/0,0/1,-,-
