Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

ATP - SINGLES :  US Open (USA) - Qualification,hard,header
20.08. 01:10,Dellien H.,0,3,4,,,,3,1,77%,63% (25/40),50% (6/12),67% (6/9),22% (8/36),39% (9/23),25% (1/4),4,60% (31/52),29% (17/59),43% (48/111),1,67% (6/9),10% (1/10),37% (7/19),[],"['2', '2']",[],[],[],1.94
20.08. 01:10,Royer V.,2,6,6,,,,6,2,61%,78% (28/36),61% (14/23),75% (3/4),38% (15/40),50% (6/12),33% (3/9),7,71% (42/59),40% (21/52),57% (63/111),3,90% (9/10),33% (3/9),63% (12/19),"['3', '1']","['2', '1', '3', '2']",[],[],[],1.87
CHALLENGER MEN - SINGLES :  Bonn (Germany),clay,header
11.08. 16:35,Dellien H.,2,7^7,6,,,,2,0,72%,71% (29/41),69% (11/16),50% (1/2),35% (13/37),60% (21/35),40% (4/10),7,70% (40/57),47% (34/72),57% (74/129),8,89% (8/9),44% (4/9),67% (12/18),"['2', '1']","['2', '0', '4', '0', '6', '0']",[],[],[],1.64
11.08. 16:35,Marterer M.,0,6^2,0,,,,6,2,51%,65% (24/37),40% (14/35),60% (6/10),29% (12/41),31% (5/16),50% (1/2),9,53% (38/72),30% (17/57),43% (55/129),2,56% (5/9),11% (1/9),33% (6/18),"['2', '2']",[],[],[],[],2.20
10.08. 16:35,Dellien H.,2,7,6,,,,4,0,68%,69% (37/54),58% (15/26),93% (14/15),32% (12/38),56% (15/27),43% (3/7),8,65% (52/80),42% (27/65),54% (79/145),4,91% (10/11),30% (3/10),62% (13/21),"['7', '5']","['3', '3', '5', '3']",[],[],[],1.50
10.08. 16:35,Landaluce M.,0,5,3,,,,4,7,58%,68% (26/38),44% (12/27),57% (4/7),31% (17/54),42% (11/26),7% (1/15),5,58% (38/65),35% (28/80),46% (66/145),2,70% (7/10),9% (1/11),38% (8/21),[],"['3', '2']",[],[],[],2.50
09.08. 16:40,Dellien H.,2,6,6,,,,3,0,84%,81% (25/31),83% (5/6),100% (1/1),62% (13/21),79% (11/14),71% (5/7),11,81% (30/37),69% (24/35),75% (54/72),7,100% (7/7),83% (5/6),92% (12/13),"['2', '0', '4', '0', '6', '0']","['3', '1', '5', '1']",[],[],[],1.31
09.08. 16:40,Hemery C.,0,0,1,,,,1,1,60%,38% (8/21),21% (3/14),29% (2/7),19% (6/31),17% (1/6),0% (0/1),3,31% (11/35),19% (7/37),25% (18/72),1,17% (1/6),0% (0/7),8% (1/13),[],[],[],[],[],3.31
08.08. 19:15,Dellien H.,2,6,6,,,,2,3,65%,65% (20/31),59% (10/17),60% (3/5),43% (15/35),79% (19/24),50% (6/12),8,63% (30/48),58% (34/59),60% (64/107),8,75% (6/8),75% (6/8),75% (12/16),"['3', '1', '5', '1']","['1', '0', '3', '0', '4', '1', '6', '3']",[],[],[],1.27
08.08. 19:15,Tabur C.,0,1,3,,,,0,2,59%,57% (20/35),21% (5/24),50% (6/12),35% (11/31),41% (7/17),40% (2/5),4,42% (25/59),38% (18/48),40% (43/107),2,25% (2/8),25% (2/8),25% (4/16),[],"['1', '3', '2', '4']",[],[],[],3.58
06.08. 17:30,Dellien H.,2,6,6,,,,1,0,73%,69% (22/32),75% (9/12),86% (6/7),44% (15/34),73% (11/15),63% (5/8),7,70% (31/44),53% (26/49),61% (57/93),5,88% (7/8),63% (5/8),75% (12/16),"['1', '1', '3', '1']","['1', '0', '3', '0', '6', '1']",[],[],[],1.37
06.08. 17:30,Rehberg M. H.,0,3,1,,,,3,3,69%,56% (19/34),27% (4/15),38% (3/8),31% (10/32),25% (3/12),14% (1/7),7,47% (23/49),30% (13/44),39% (36/93),1,38% (3/8),13% (1/8),25% (4/16),"['1', '0']",[],[],[],[],2.97
CHALLENGER MEN - SINGLES :  Liberec (Czech Republic),clay,header
04.08. 17:05,Dellien H.,2,5,6,6,,,3,1,67%,68% (45/66),44% (14/32),69% (9/13),40% (25/62),59% (26/44),43% (6/14),10,60% (59/98),48% (51/106),54% (110/204),5,73% (11/15),43% (6/14),59% (17/29),"['3', '3', '5', '5']","['4', '2', '6', '4']","['3', '1', '5', '1']",[],[],1.59
04.08. 17:05,Moeller E.,1,7,4,1,,,1,3,58%,60% (37/62),41% (18/44),57% (8/14),32% (21/66),56% (18/32),31% (4/13),8,52% (55/106),40% (39/98),46% (94/204),2,57% (8/14),27% (4/15),41% (12/29),"['3', '2', '5', '4', '6', '5']","['4', '5']",[],[],[],2.28
03.08. 15:35,Dellien H.,2,7^7,6,,,,0,2,64%,69% (33/48),63% (17/27),75% (3/4),23% (11/48),67% (18/27),40% (2/5),4,67% (50/75),39% (29/75),53% (79/150),3,91% (10/11),18% (2/11),55% (12/22),"['3', '1']","['1', '0']",[],[],[],1.43
03.08. 15:35,Guinard M.,0,6^5,4,,,,2,4,64%,77% (37/48),33% (9/27),60% (3/5),31% (15/48),37% (10/27),25% (1/4),4,61% (46/75),33% (25/75),47% (71/150),2,82% (9/11),9% (1/11),45% (10/22),"['2', '3']",[],[],[],[],2.73
02.08. 14:40,Dellien H.,2,6,6,,,,2,0,71%,79% (27/34),57% (8/14),100% (3/3),33% (9/27),73% (11/15),57% (4/7),6,73% (35/48),48% (20/42),61% (55/90),7,100% (8/8),57% (4/7),80% (12/15),"['3', '1']","['1', '0', '3', '0', '5', '0']",[],[],[],1.39
