Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Belgrade 2 (Serbia),hard,header
04.11. 15:35,Altmaier D.,2,7^7,6,,,,10,1,72%,81% (35/43),71% (12/17),0% (0/0),28% (8/29),35% (8/23),100% (1/1),78% (47/60),31% (16/52),56% (63/112),5,0,100% (11/11),10% (1/10),57% (12/21),[],"['3', '1']",[],[],[],1.72
04.11. 15:35,Darderi L.,0,6^1,3,,,,2,0,56%,72% (21/29),65% (15/23),0% (0/1),19% (8/43),29% (5/17),0% (0/0),69% (36/52),22% (13/60),44% (49/112),5,2,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],2.14
ATP - SINGLES :  Basel (Switzerland),hard,header
21.10. 20:35,Altmaier D.,0,6^5,3,,,,7,3,56%,78% (28/36),39% (11/28),50% (2/4),25% (11/44),50% (14/28),17% (1/6),18,23,45% (5/11),61% (39/64),35% (25/72),47% (64/136),4,1,80% (8/10),9% (1/11),43% (9/21),[],"['1', '0']",[],[],[],3.74
21.10. 20:35,Fils A.,2,7^7,6,,,,7,3,61%,75% (33/44),50% (14/28),83% (5/6),22% (8/36),61% (17/28),50% (2/4),28,30,56% (9/16),65% (47/72),39% (25/64),53% (72/136),6,0,91% (10/11),20% (2/10),57% (12/21),[],"['3', '3', '5', '3']",[],[],[],1.29
ATP - SINGLES :  Basel (Switzerland) - Qualification,hard,header
20.10. 20:20,Altmaier D.,2,6,3,7^7,,,19,2,67%,81% (55/68),48% (16/33),67% (2/3),23% (17/73),51% (20/39),13% (1/8),38,24,71% (15/21),70% (71/101),33% (37/112),51% (108/213),6,0,93% (14/15),7% (1/15),50% (15/30),"['2', '0']",[],[],[],[],3.80
20.10. 20:20,Fearnley J.,1,3,6,6^5,,,11,5,65%,77% (56/73),49% (19/39),88% (7/8),19% (13/68),52% (17/33),33% (1/3),39,31,96% (22/23),67% (75/112),30% (30/101),49% (105/213),4,2,93% (14/15),7% (1/15),50% (15/30),[],"['4', '2']",[],[],[],1.27
19.10. 23:35,Altmaier D.,2,6,7^7,,,,10,1,68%,80% (37/46),55% (12/22),100% (1/1),26% (11/43),41% (12/29),25% (1/4),26,13,60% (12/20),72% (49/68),32% (23/72),51% (72/140),7,0,100% (11/11),9% (1/11),55% (12/22),"['6', '4']",[],[],[],[],1.84
19.10. 23:35,De Jong J.,0,4,6^3,,,,6,2,60%,74% (32/43),59% (17/29),75% (3/4),20% (9/46),45% (10/22),0% (0/1),26,17,91% (20/22),68% (49/72),28% (19/68),49% (68/140),3,1,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],1.88
ATP - SINGLES :  Antwerp (Belgium),hard,header
17.10. 17:40,Altmaier D.,0,4,3,,,,9,1,61%,85% (28/33),38% (8/21),40% (2/5),9% (3/33),58% (14/24),0% (0/3),22,14,79% (11/14),67% (36/54),30% (17/57),48% (53/111),3,0,70% (7/10),0% (0/9),37% (7/19),[],[],[],[],[],5.05
17.10. 17:40,Lehecka J.,2,6,6,,,,6,4,58%,91% (30/33),42% (10/24),100% (3/3),15% (5/33),62% (13/21),60% (3/5),18,16,75% (9/12),70% (40/57),33% (18/54),52% (58/111),7,0,100% (9/9),30% (3/10),63% (12/19),"['3', '2']","['2', '1', '6', '3']",[],[],[],1.18
16.10. 17:50,Altmaier D.,2,6,6,,,,16,2,67%,87% (34/39),63% (12/19),100% (4/4),36% (15/42),20% (2/10),40% (2/5),28,27,68% (13/19),79% (46/58),33% (17/52),57% (63/110),8,0,100% (10/10),22% (2/9),63% (12/19),"['6', '4']","['5', '3']",[],[],[],1.59
16.10. 17:50,Bailly G. A.,0,4,3,,,,1,0,81%,64% (27/42),80% (8/10),60% (3/5),13% (5/39),37% (7/19),0% (0/4),12,18,56% (5/9),67% (35/52),21% (12/58),43% (47/110),2,0,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.37
CHALLENGER MEN - SINGLES :  Lisbon (Portugal),clay,header
23.09. 16:55,Altmaier D.,1,6,4,6^5,,,9,3,59%,69% (49/71),52% (26/50),40% (2/5),0 km/h,0 km/h,32% (21/66),46% (18/39),38% (3/8),62% (75/121),37% (39/105),50% (114/226),5,0,81% (13/16),19% (3/16),50% (16/32),"['5', '3', '6', '4']",[],"['2', '0']",[],[],1.50
