Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,242/143,44/22,94/52,79/50,25/19,-
2024,32/25,-,17/12,7/6,8/7,-
2023,41/34,0/4,8/7,22/17,11/6,-
2022,51/33,-,28/17,17/10,6/6,-
2021,47/13,8/3,20/6,19/4,-,-
2020,13/9,-,7/3,6/6,-,-
2019,13/7,10/5,3/2,-,-,-
2018,21/8,8/3,11/4,2/1,-,-
2017,15/5,15/5,-,-,-,-
2016,3/3,2/1,-,1/2,-,-
2015,6/6,1/1,0/1,5/4,-,-
