Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,189/167,99/102,62/40,28/25,-,-
2024,2/4,2/4,-,-,-,-
2023,38/19,33/16,3/2,2/1,-,-
2022,7/7,7/4,-,0/3,-,-
2021,8/14,8/14,-,-,-,-
2020,15/6,5/0,5/2,5/4,-,-
2019,39/33,17/20,13/7,9/6,-,-
2018,25/23,8/12,10/7,7/4,-,-
2017,16/23,3/10,11/10,2/3,-,-
2016,23/17,9/9,11/6,3/2,-,-
2015,10/12,1/4,9/6,0/2,-,-
2014,6/6,6/6,-,-,-,-
2013,0/1,0/1,-,-,-,-
2012,0/1,0/1,-,-,-,-
2011,0/1,0/1,-,-,-,-
