Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,17/19,4/4,12/10,1/5,-,-
2024,13/11,3/2,9/7,1/2,-,-
2023,4/5,1/2,3/3,-,-,-
2022,0/3,-,-,0/3,-,-
