Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,40/36,35/27,5/6,-,-,0/3
2024,9/8,9/8,-,-,-,-
2023,26/23,21/14,5/6,-,-,0/3
2022,5/4,5/4,-,-,-,-
2021,0/1,0/1,-,-,-,-
