Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,123/141,102/110,18/28,3/3,-,-
2024,21/24,18/19,3/5,-,-,-
2023,23/23,17/18,6/5,-,-,-
2022,19/19,16/16,3/3,-,-,-
2021,3/12,2/6,0/4,1/2,-,-
2020,2/1,-,-,2/1,-,-
2019,12/15,8/12,4/3,-,-,-
2018,14/14,12/9,2/5,-,-,-
2017,19/17,19/14,0/3,-,-,-
2016,7/7,7/7,-,-,-,-
2015,3/9,3/9,-,-,-,-
