Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,249/188,131/79,46/40,64/60,8/9,-
2024,27/25,15/11,5/9,4/3,3/2,-
2023,47/33,30/18,6/5,10/7,1/3,-
2022,28/31,4/8,4/9,16/11,4/3,-
2021,44/30,32/16,2/3,10/10,0/1,-
2020,20/18,5/5,8/6,7/7,-,-
2019,54/20,30/11,16/3,8/6,-,-
2018,14/15,11/9,2/1,1/5,-,-
2017,10/9,1/1,3/2,6/6,-,-
2016,4/3,3/0,-,1/3,-,-
2015,1/4,-,0/2,1/2,-,-
