Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,65/82,24/35,35/44,0/1,-,6/2
2024,8/10,8/8,0/2,-,-,-
2023,17/22,3/5,12/14,0/1,-,2/2
2022,13/18,4/8,5/10,-,-,4/0
2021,12/16,6/8,6/8,-,-,-
2020,7/6,2/3,5/3,-,-,-
2019,7/8,0/1,7/7,-,-,-
2018,1/2,1/2,-,-,-,-
