Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,323/241,167/145,102/58,44/29,10/9,-
2024,30/22,6/8,16/7,5/5,3/2,-
2023,37/23,6/6,22/12,4/2,5/3,-
2022,36/30,13/13,16/7,5/6,2/4,-
2021,41/24,16/8,24/15,1/1,-,-
2020,9/10,1/3,8/7,-,-,-
2019,38/30,22/24,7/2,9/4,-,-
2018,46/29,43/27,-,3/2,-,-
2017,37/34,30/23,2/3,5/8,-,-
2016,22/14,17/12,1/2,4/0,-,-
2015,19/15,9/12,6/2,4/1,-,-
2014,6/10,4/9,0/1,2/0,-,-
2013,2/0,-,-,2/0,-,-
